author,comments,reply_comments,reply_authors,update
洒脱的潘南,港股创新高了，兄弟,,,08-25
钟馗_捉妖,地产都涨了，你到底怎么回事，开个新板块，,,,08-25
乐观的梅小主,垃圾要涨上去一点比登天都难,,,08-25
韭菜悲哀,忽上忽下的,,,08-25
拉高出货了,格力海信都涨疯了，还在73这个位置横跳,,,08-25
股友2729er1898,大单进来了，小单在逃亡,,,08-25
不打牛牛牛,汪汪控指数，不脸红系列,,,08-25
账户已注销,这个股让我承担了合理估值95却徘徊在72的难受体验。必须拿到120以上出货在能补,,,08-25
cbs896a3,用了下chatgpt和豆包对三家上半年盈利情况进行预测。我觉得对于美的，两个模型,,,08-25
SUNBANGHUA777888,上午全部清仓，买入中航沈飞,,,08-25
美的集团股友,贵公司的机器人业务主要应用哪些场景？,,,08-25
耐心等待等等待,美的下午起飞,,,08-25
牛振国,美的港股创新高了,,,08-25
激动牢头,"机构都有量化交易,都是一涨就卖赚钱,全是做空不做多",,,08-25
多财富贵的花满楼,庄稼回购，肯定越便宜越好。外面游资一看有回购，肯定不进来，所以牛市和美的没关系。,,,08-25
n202813850950844,h股都飞天了，你还是摸不到73块,,,08-25
价值投资追随者,跟大盘下跌步调如此一致，大盘上涨，你却背道而驰,,,08-25
到2800点了吗,看看港股，你个啥吊,,,08-25
哎呦喂1314,跳水真利索,,,08-25
价值投资追随者,有个问题请教大家，为啥跟着大盘上涨如此乏力，跟着大盘跌是如此带劲？,,,08-25
账户已注销,看看港股,,,08-25
梓桐青竹,大盘都疯了你还不涨,,,08-25
到2800点了吗,出声不如,,,08-25
股友6rC3227929,站住73就这么难吗,,,08-25
深情的许芯蕊4,这里专治各种不服。每两三天就给一个假信号，狼来了的游戏天天玩有意思吗？从上次搞尾,,,08-25
价值投资追随者,今年大盘涨了15个点，美的2个点都没有，持有美的的人内心崩溃了吗？,,,08-25
股友985898M09O,呼叫全市场目前唯一的机器人脑，快来抢地主,,,08-25
价值投资追随者,有时候，看着近几个月的走势，真的想骂人了,,,08-25
股友261Fp39895,今天入了，会起飞的兄弟们，会起飞的,,,08-25
到2800点了吗,纯纯大,,,08-25
LucyValentine,短期出售点的建议73.6左右长期来看的话建议75以上想买的话建议71.7毛钱以下,,,08-25
chenmike1976,美的你要拿出你的机器人、液冷业务来讲故事啊，只是家电的故事市场不认可啊,,,08-25
长期不轻T,刚刚73卖了，拿了几个月，刚刚不亏,,,08-25
拉高出货了,跟有任务似的，每次拉到73就不拉了,,,08-25
哦呵呵,每天一问：怎么还没倒闭？,,,08-25
小祥赚大钱,刚加自选想买,,,08-25
股友7620f6X353,为啥我卖了你立马涨了,,,08-25
大哥快红,开盘跑了。我错了,,,08-25
安静的狩猎者,好久涨幅没超过一个了！,,,08-25
n202813850950844,白马股现在已经无人问津了,,,08-25
闲云野鹤wws,"1.2.3大家一起走,不要让机构左手换右手走了",,,08-25
乐观的梅小主,穷装没本事就别做装,,,08-25
乐观的梅小主,看看浪潮紫光，垃圾,,,08-25
斑马线vivian,万科都能涨停，凭什么你不能,,,08-25
股友7Zmyua,企业发展，不能只盯着资本运作，不能只想着套现，而应回归实业，踏踏实实的为消费者提,,,08-25
账户已注销,丢掉幻想早死早超生,,,08-25
我会发财自信满满,x上午拉升，下午跳水？,,,08-25
快乐涨停,买这个买的避险哈哈,,,08-25
拉高出货了,科技猛猛跳水，行情该轮到你了吧,,,08-25
股友股民股神股东,涨上去，家里的全部空调换美的,,,08-25
红虎苦,MBBBB,,,08-25
基民u9zX,烂股。浪费行情。几年前的白马股都半死不活。,,,08-25
到2800点了吗,再不起飞真想打证监会电话把你告了,,,08-25
森哥的吹风机,大傻春，赶紧起飞，别装睡！,,,08-25
长线王8088,大规模家电消费类国补又要开始了,,,08-25
铁面无私的严玺昭,人家有机器人哩,,,08-25
美的集团资讯,美的集团：融资余额37.35亿元，创近一年新高（08-22）,,,08-25
SUNBANGHUA777888,美的集团周一清仓，浪费时间，浪费精力不赚钱,,,08-25
恐龙抱鲤,废话不多说，低开就加仓,,,08-25
股友khMm72,大盘涨你跌、大盘回调你还带头跌、真是好股、今天大盘高开美滴又跌得稀里哗啦！,,,08-25
股友3cF7122737,周一开盘至少100亿资金追逐美的！因为这一轮还没涨的优质股不多了！,,,08-24
梅倚斜栏,美联储降息有利于消费，美的明天会涨吗,,,08-24
韭菜史珍香,万亿美的，万亿京东方，不看好的滚,,,08-24
股友r9260i2520,美的真货真是浪费行情！周一一定清仓。,,,08-24
超凡脱俗的翻倍王,明天起美的将逐步阶梯式拉升，定不会辜负咱们的耐心，稳当滴上100！,,,08-24
热情似火的小丁丁,我只知道美的空调好！还有什么好？,,,08-24
大眼看两融,美的集团本周融资净买入3.16亿元，居家电行业板块第四,,,08-24
满仓美股做空A股,小美回到50让我买一点,,,08-24
股友7Zmyua,企业发展，不能只盯着资本运作，不能只想着套现，而应回归实业，踏踏实实的为消费者提,,,08-24
散黄的散户,好股不怕晚涨,,,08-24
市场先生合伙人,先做好中报过后下杀的预期，无所谓了，能涨上去更好。,,,08-24
哦呵呵,每天一问：怎么还没倒闭,,,08-24
格力电器资讯,西甲新赛季开启 将重点打击视听内容侵权行为,,,08-24
良嘉爱大根,月线呈现下跌趋势,,,08-24
股友htN1WC,美的集团到底是不是科技公司,,,08-24
股友ziqLEK,什么都沾，也就什么都不沾，这是ａ股的逻辑，有哲学味道，你品品。有点动摇了，熬的是,,,08-24
才情出众的文港,这个是大资金避险股，这段时间都玩科技去了,,,08-24
股友8d605P8328,这个票很像前期的福耀一直横盘，主力在吃货但筹码还不够但感觉下周快压不住了，一旦启,,,08-24
境随心生,兄弟们，周一清仓了！天富龙六一和群总来了！,,,08-24
股友3cF7122737,完了，有种不祥的预感，估计周一暴力大阳，还没买进啊！,,,08-24
陪跑天团,标准液冷概念，机构看不上这点订单金额,,,08-23
乐呵呵wang,10个亿不到了,,,08-23
未来39,美的老是回购然后把股票发给高管当股权激励，套路年复一年，现任一把手年薪千万但是有,,,08-23
有专注力的欧昀12,刚建仓美的集团3天，下周开始准备逐步加仓，我相信美的集团的股价表现不会让我失望！,,,08-23
陪跑天团,看市盈率就懂了，美的集团股价为什么不涨，因为没泡沫,,,08-23
流干最后一滴血,我昨天想买一台美的空调国补领券说用完了，我今天早晨5点就起床显示今日卷又领完了，,,,08-23
韭菜史珍香,牛市都是要有泡沫的，工业富联突破1万亿市值，我觉得美的集团也大有可能，先定1万亿,,,08-23
股友i1986851o1,无论从任何角度看，美的集团都是两市少有的优秀上市公司之一。我认为之所以回购股票，,,,08-23
哦呵呵,倒闭了没有,,,08-23
超凡脱俗的翻倍王,有一种预感，下周起他要逐步拉升，不知道准不准。,,,08-23
傻波依,从2800到3800，、、、浪潮信息、石英股份、中国电建、中国电信、华新水泥、伊,,,08-23
股友ziqLEK,我在美的躲牛市，看盘焦虑，快顶不住了,,,08-23
哪有天天涨,我在美的躲牛市，你再这样大家都出去玩了,,,08-23
执着的罗琦,$美的集团(SZ000333)$,,,08-23
海尔智家资讯,高温带动“冷经济”消费升级 家电企业争相切入自动制冰赛道,,,08-23
处处蚊子咬,美的有人形机器人、国产芯片等概念。今天的表现实在是让持股人郁闷得很。为什么这么怂,,,08-23
GFJFFJ,中报能不能增长有10%？,,,08-23
股友20W82l9193,在美的躲牛市，太痛苦了，别人都开路虎了，美的饭都没得吃！,,,08-22
无敌智多星丶,我真的被回购股搞怕了。。美的这边出回购后，股价再也不涨了。药明康德也是出个100,,,08-22
阿但地,现在炒股就是炒题材热点，要什么利润啊，，美的集团每天1.2亿利润，一年400多亿,,,08-22
抵拢倒拐611,目前来看外围大涨，周一这货又要绿了。,,,08-22
财运满堂得刘备,美的不也造芯片，也不涨涨,,,08-22
股友63D29c1092,别人问我，炒股今年肯定赚翻了，我说没炒了，不玩了，其实不敢让人知道我在这家到死不,,,08-22
境随心生,玩股票我是认真的，0.37毛他疙瘩,,,08-22
阿但地,"22日公司以每股71.7-72.15人民币回购111.2万股,回购金额7999万",,,08-22
哎呦喂1314,每日一踢，耗死主力。,,,08-22
SherylNome,年初至今收益率0.47%,,,08-22
境随心生,说实话兄弟们，我看评论爱过炒股，就喜欢看你们恨铁不成钢的架势，美子美美哒,,,08-22
到2800点了吗,截止今天大概回购了2945+111+27.8+83.32+55.69+27.7+,,,08-22
股友86v1d21007,国常会听以旧换新的汇报了后续换新国补政策就该出了这货选这个时段压价回购有可能是要,,,08-22
淘金贵在坚持,稳的一匹，下不来，上不去又是一个月,,,08-22
到2800点了吗,截止今天回购了多少了,,,08-22
新颖杨,这就是美跌,,,08-22
沉毅果决的千屿7,拓邦是家电股，心里不平衡的，看看海尔和美的,,,08-22
超凡脱俗的翻倍王,资金都去炒科技了，没人在这里耗着了，没资金来拉升。今年重仓你，真晦气，失望透顶！,,,08-22
股友YbkQeS9847,美的集团(00300.HK)8月22日耗资7999万元回购111万股A股,,,08-22
让我赚点啊,这一波虚假牛市跌下去后，美的是很大概率股价稳定的,,,08-22
石头f6qkri,超过72基本上不回购了，还有一大半没回购，至少几个月里没戏，今天八毛走路，进中国,,,08-22
fslailai,今天回购8000万，良心发现,,,08-22
回车键5,大盘调整，“丑的”集团就是关键的护盘标的，短线拉个10%一点问题都没有，大家要有,,,08-22
喜喜哈哈哈,我在丑的躲牛市,,,08-22
你亏钱是你活该啊,我是最坚定的多头，我比任何人都清楚这波牛市一定回来，但我没想到我满仓满融踏空牛市,,,08-22
基民7106H0m237,我在美的躲牛市,,,08-22
耐心等待等等待,大A收盘。港股偷偷的涨了,,,08-22
草原藏羚羊,美的H股上涨溢价和A股回购都是在引诱散户进场接盘，实际上是掩护机构暗中撤退！,,,08-22
草原藏羚羊,H股上涨溢价和A股回购都是在引诱散户进场接盘，实际上是掩护机构暗中撤场！,,,08-22
极道仙兵,调查一下：大家对中报都很有信心，相信阅后必大涨。另一种可能，如果中报不好看，那你,,,08-22
价值投资追随者,大家有没有发现，a股一收盘，港股就开始拉，这是几个意思？,,,08-22
fslailai,起码今天是涨的，A股今天涨跌比例2720:2210，赢了一半的股票，赢麻了,,,08-22
股友c5znnT,现在就不应该再回购了，留着钱后面再回购吧,,,08-22
fslailai,总结一下美的走势的诡异现象，我先来每天三点后港股一定爆拉,,,08-22
拉高出货了,要是随着大盘上涨，股价早就上80了,,,08-22
向快乐出发168,可能我和你们不在一个平行世界，为何我的美的一直在大盘3200点位置，而且每天涨幅,,,08-22
冷风轻轻吹,横盘了三个月，怎么办！,,,08-22
股友3Y915C0532,你真是个吕辣的！,,,08-22
欧舌舌,喜大普奔呀，今天终于红了,,,08-22
香江股海无崖,快5千点了，美的还在吃药！,,,08-22
瑞鑫2020,……,,,08-22
小米爱大米啊啊,无语了,,,08-22
龙研社,价值回归阶段已经过了，现在是题材炒作阶段。等题材炒作完了，会轮到价值题材的，要有,,,08-22
股友FQ6ukZ,轮番涨也该轮到你了,,,08-22
nHZ,连脸皮不要了,,,08-22
等牛娃001,玩这只3个月了，虽然有赚一点，但是不可否认是真的垃圾，浪费行情,,,08-22
迪子鹏子做个人,要死不活的样子,,,08-22
股友1x159699M8,我太稳了，重仓一个美的，一个华润三九,,,08-22
耐心等待等等待,无良公司，以后不买美的的产品了,,,08-22
忍着抄底789,横了一年了，三傻都差不多，只能说明成长性不行了，利润大的产品，也快被小米抢的差不,,,08-22
股友qE85ll,走了垃圾东西,,,08-22
股友1x159699M8,有比我惨的吗？重仓美的和华润三九,,,08-22
笑川丁一郎,超大和大单在互相倒,,,08-22
SUNBANGHUA777888,千万不要买这个股票,,,08-22
股友6660X269W8,市值要被超了不表示一下？,,,08-22
超凡脱俗的翻倍王,中报没出之前，也没对你抱太大希望，每天别绿就行，我可以等你，待你长发及腰，我财富,,,08-22
豪悦黄金,来一波上升,,,08-22
梅倚斜栏,这到底是谁压的不让涨了，刚挑起来点就又压下去了，为什么要这样啊！,,,08-22
股友6q3g188117,精准控盘，堪称完美。,,,08-22
股友6dd8389262,让我吃到了,,,08-22
我不想抄底,回购那么多，就是不涨，真是难搞,,,08-22
余生努力赚钱,一动不动的，憋大招呢,,,08-22
基民wHJzRr,机构估计不看好所以没量。,,,08-22
夜里挑灯看线,横久必跌，别人是高位回调在低位横盘调整后上涨，美的在高位横盘基本没调整，到时等大,,,08-22
迪子鹏子做个人,美的的,,,08-22
股友X883178o66,唉！每天收盘都低一点,,,08-22
向快乐出发168,视力不太好，现在大盘3200点对吗？所以美的也在这个点位对吧？没错吧？,,,08-22
林娟57,温水青蛙,,,08-22
安静的狩猎者,给你机会了，不中用啊,,,08-22
抵拢倒拐611,真是恶心。,,,08-22
股友i1986851o1,仅管美的在各方面都很突出，但是在机构眼中，业绩虽然摆在那里，但要翻倍是不可能的，,,,08-22
轮到我吸血了,要不就跌吧,,,08-22
笑川丁一郎,拿好筹码，安心等中报,,,08-22
跌多涨少,还没买够，再砸点,,,08-22
股友2L8567616O,这股真的要命,,,08-22
BABA_PY,3800点了，请善待你的股东..,,,08-22
股友Iwff3o,无语这么拉胯,,,08-22
股友3Y915C0532,拉的！,,,08-22
独具慧眼的砚青7,别红这么点丢人现眼，还不如绿。,,,08-22
哎呦喂1314,我们为何不一起砸呢？也真是佩服你们死扛。,,,08-22
大明铁粉除螨能手钟汉洁,都什么时候啦，还在打压股价搞回购啊？,,,08-22
有责任心地银芽柳,看看隔壁格力电器！,,,08-22
股友95690IG171,今天能涨停不,,,08-22
大明铁粉除螨能手钟汉洁,寒武纪营收20亿，市值五千亿。美的市值一万亿不过分吧,,,08-22
拉高出货了,这拉个两毛钱是真费劲啊,,,08-22
股友2729er1898,大家注意，中报公报第二天，不排除涨停，现在不进场防踏空。,,,08-22
一丝不苟de麝月,牛市第三阶段。蓝筹,,,08-22
股友2729er1898,我对个股判断从没错过，希望错一次，下午美的开启三浪上升，下下周到80，拭目以待。,,,08-22
LucyValentine,我就认为在71.7买的时候是合理的事实证明我猜对了,,,08-22
二3333333,小美你不补涨个三五十个点对不起你的股东啊,,,08-22
股友2729er1898,从今天下午起，二浪回调结束，三浪开启，下周大涨，空间到80上下,,,08-22
睿智沉稳的赵昊祥,10人投诉，必然响应，庄恶心我们，我们维护自己的利益。,,,08-22
一丝不苟de麝月,听说棒子买入了几个亿,,,08-22
fslailai,各位怎么看美的集团的5000亿市值和寒武纪的5000亿市值？,,,08-22
睿智沉稳的赵昊祥,拨打12386捍卫自己利益，目前证监会正在严厉整顿超过10个人响应，必然会查。就,,,08-22
梅倚斜栏,烂股,,,08-22
股友888O3L3938,死鱼概念股,,,08-22
股友636q80M557,你在搞什么,,,08-22
股友2L8567616O,刚拉起来红盘就迫不及待往下砸？量化控盘这么迫不及待么,,,08-22
哎呦喂1314,都在逃命,,,08-22
万里江山血红,这几个月先是农行吸血，又是易中天吸血，现在是寒王和券商在吸血！不在这些板块的都是,,,08-22
股友6q3g188117,主力拼命控盘为哪盘，难道为了盘后大宗交易？？？,,,08-22
Louis580,我三只股，另两只都快涨停了。你丫真要等十月份再启动吗,,,08-22
东财网友4933513689655210,只有美的集团涨起来，才能带动白电三熊，现在大盘都3800点了，美的集团还在320,,,08-22
fslailai,好消息好消息！寒武纪盘中突破5000亿市值！,,,08-22
爱和平的柠檬虾,大盘回调，这里就是避风巷,,,08-22
大道之最强王者,美的的春天快要来了，因为我入场了,,,08-22
股友2L8567616O,哦，原来这样的极端走势，天天涨高位亏损股就是健康牛，长见识了,,,08-22
巨量涨停,炒底美的集团,,,08-22
股友2729er1898,下午收盘前可能有一波急反弹，如果收在71.93之上，就说明美的这一波二浪回调今天,,,08-22
股友ZOdcqU,美的留了三分之一仓位，成本40多，其它的投优秀基金了。,,,08-22
基民A637h86183,出个中报，市盈率会不会降到12？,,,08-22
基民A637h86183,出个中报，市盈率会不会降到12？,,,08-22
逸行,坐等下一波,,,08-22
独具慧眼的砚青7,一动不动是,,,08-22
股友2t3526e170,太帅了，压的严严实实的,,,08-22
王宏鹤,早日倒闭吧！,,,08-22
处处蚊子咬,为啥科技板块带不动你？,,,08-22
漂亮得紫荆,再来次大跌之后可能才会涨,,,08-22
梅倚斜栏,这个股票每天半死不活的，股友们你们的成本是多少啊,,,08-22
哎呦喂1314,波波偶然去一下高潮车站下车。,,,08-22
凡事慢几拍,看着别人每天涨几个点，大家难受吗？,,,08-22
橙哥发大财,美的涨停一波俺就买房生娃，好好工作，把银行存款全都拿出来消费，为国家做贡献,,,08-22
因为帅罚七块,你停牌吧,,,08-22
买a都被套,弄啥嘞,,,08-22
望钱滴口水,跟风科技股去搞回购，你是来搞笑的吧！这种预期明了的企业，分红才是王道。谁提的回购,,,08-22
山欢水笑HZ,什么叫韭菜太多？谁进来股市不是奔着赚点钱呢？我看是这个装甲黑！,,,08-22
可靠的俞梁彤,现在是最折磨人的时刻，兄弟们坚持住，不要倒在黎明前。下周业绩雷爆了，题材股死一片,,,08-22
只想吃饭睡觉,弱啊，不买科技和券商的估计汤都喝不到。赶紧转吧，兄弟们。,,,08-22
价值投资追随者,采访一下大家，持有美的的，这几个月是什么样的一种心情，难受吗？我感觉这种踏空的行,,,08-22
股友x62099P970,国家队这么操盘，散户不会进来的。指数天天红，个人不赚钱，有屁用啊。,,,08-22
欧舌舌,跌下来吧，别装了,,,08-22
多财发财地扫地僧,$美的集团(SZ000333)$,,,08-22
慈祥的王,最,,,08-22
JDHHDHDJ,直接跌停吧,,,08-22
BUFFET2017,持有格力，美的和茅台，心态都快崩溃了,,,08-22
极道仙兵,我要说现在大单在买，估计大家不相信，我确实感觉到了春天的味道。不知道大盘的倒春寒,,,08-22
迅捷的冯逸凡,怎么回事，已经快3800了，为什么不涨。重生之我在美的躲牛市？,,,08-22
牛市不断,披着一堆题材的皮囊，终究也就是卖个破家电的夕阳企业,,,08-22
股神250,救救美的吧，大盘牛市，美的熊市。,,,08-22
股友7Zmyua,企业发展，不能只盯着资本运作，不能只想着套现，而应回归实业，踏踏实实的为消费者提,,,08-22
股友7L21976y05,美的集团今天跌价为什么没有银行股跌的多？,,,08-22
抵拢倒拐611,随便砸，反正不出去接盘了，继续砸吧。,,,08-22
市值风云大黑嘴,我说是去年港股上市的原因，资金被分流出去了，没有人信，还有人喷我，如果去年港股不,,,08-22
哎呦喂1314,谁在砸盘？我建议大户一起砸，砸个跌停警告一下。,,,08-22
byjyfqyd,超级垃圾股,,,08-22
长期不轻T,待在美的躲牛市，还亏钱,,,08-22
别买买就套,大盘上3800，没钱没挣，浪费时间就算了，别的股都涨上天了，错过了,,,08-22
明明白白地下室,拖了几个月了，现在就想走,,,08-22
张三石,美的这公司怎样？跌了一个月,,,08-22
顺势18,有多少人禁得住诱惑,,,08-22
股友xD81357867,有没有哪个高人计算过美的的第二波回购还有多少缺口？这么玩下去再牛也涨不上去，牛死,,,08-22
股友6q3g188117,又是主力精准控盘，盘后大宗交易出现的一天，最低成本回购玩得真溜呀,,,08-22
豪悦黄金,立贴为证，今天不拉就吃,,,08-22
可靠的俞梁彤,我的自觉判断，主力高度控盘。才会这样子,,,08-22
乐观的梅小主,这是我见过最恶心的股票,,,08-22
lanaya2024,对于寒武纪市值即将超过美的，大家是何看法。,,,08-22
小散霸主,美的目前最大的问题是没有故事可讲了，机器人，液冷都没规模化，家电又太卷，市场不看,,,08-22
望钱滴口水,去年说只分红不回购，今年谁提的回购，希望美的保持狼性文化，谁提的回购就干掉谁,,,08-22
小山励志,大盘涨这样你不红？你这几天在干啥？,,,08-22
股友5V38506F39,下午会涨一波，涨起来赶紧抛,,,08-22
Zhang1073,科技线大涨，你关连这么多，然后一个也不跟！,,,08-22
大韭农,现在不少行业指数比15年那波牛市还高了，比如家电，军工，银行，通信等等，也有不少,,,08-22
小米爱大米啊啊,……,,,08-22
张三石,这扑街天天跌,,,08-22
春的气息5,出局或许是最好的选择,,,08-22
不要好为人师,为什么让买指数ETF？是不是虚假的指数没有反应实际行情，以目前的行情为例，银行股,,,08-22
奇迹会出现,美的被抛弃了吗,,,08-22
乐观的梅小主,要点脸吧穷装,,,08-22
拉高出货了,这老庄很喜欢在下跌过程中做一些反弹，诱人,,,08-22
钱就轻如鸿毛0140,如果不复权目前的这个业绩和这个股价明显是低估了。,,,08-22
转运号,如果不是大盘好，它能给你跌到吐血,,,08-22
韭菜根的须,有没有大佬知道，回购总额有没有达到最低额度?,,,08-22
起飞的Bull,这股票凉透了，每天零点几的换手率，白瞎了这么好的牛市。,,,08-22
账户已注销,随便跌我持有寒武纪和美的跌了补一点,,,08-22
乐观的梅小主,垃圾穷光蛋拉不起来,,,08-22
哎呦喂1314,美的先是回购30亿，接着回购50到100亿，真是美美的。,,,08-22
小散霸主,红一下犯法么,,,08-22
轮到我吸血了,要跌就速度跌，我要买,,,08-22
fslailai,认输认错，是真的涨不了，主力你赢了，筹码给你,,,08-22
股友Iwff3o,能不能硬气一点,,,08-22
VPCLN3246,垃圾股,,,08-22
股友6q3g188117,为了回购，拼命压低股价，控制成本，可悲可耻,,,08-22
最爱韭菜馅饺子,美的为什么不涨？只有一个原因，就是韭菜太多了，又不卖，还要磨6个月以上！！！,,,08-22
捕蛇者说,白电三傻里面最傻的,,,08-22
fslailai,红一点都抛压巨大，都不用赚钱是吗？,,,08-22
我在逆回购躲牛市,轮都轮到你了吧美美的,,,08-22
乐观的梅小主,垃圾,,,08-22
股友20W82l9193,天天回购，天天跌！,,,08-22
股友5997933dO6,如今的A股已今非昔比了，5000多家上市公司凭啥选择你呢？之所以看好你是因为有业,,,08-22
美的集团资讯,美的集团：融资余额36.46亿元，创近一年新高（08-21）,,,08-22
平静的温麒汐,70以下坐等,,,08-22
科技正道是沧桑,内部业绩高增长+估值修复+5%高分红戴维斯三击。外部大盘慢牛+主流热点题材全部深,,,08-22
境随心生,感觉这货半年报出来也不会有啥行情了，不行就死磕到底，当老年人拿股息，这一波轮转持,,,08-22
基民3JGODL,哪位老师给解答一下？昨天美的集团？净额卖出15个多亿。今天下跌幅度能有多大？,,,08-22
三花智控资讯,理财资金“南下”掘金,,,08-22
等牛娃001,都在等半年报，我担心跟一季度报一样，小高开然后低走收绿,,,08-21
极道仙兵,散户在绩优股被汪汪咬，在题材股被游资割，郁闷万分，不如去“起点中文网”看《华尔街,,,08-21
凤舞九天灵犀一指,31日开始大涨信吗？反正我信了,,,08-21
基民3JGODL,哪位懂行的老师解答一下，今天净额卖出15点多亿。明天会下跌多少点？大概？,,,08-21
耐心等待等等待,我全仓在美的躲牛市有没有和我一样的,,,08-21
回本_就销户,今天又加仓1000股，持有2000股，计划逐步加仓至5000股，占1/4仓位。这,,,08-21
市场先生合伙人,美的有没有可能去做千元以下的手机市场？甚至六七百元的手机。,,,08-21
向快乐出发168,格力今天开始公布月底分红，估计会大涨一波，美的可以做到吗？各位朋友怎么看？,,,08-21
哦呵呵,每天投看跌票，这样来一波大跌把我套死我就安心卸载软件了，反正也没就了钱就当丢了,,,08-21
股友85G6206z73,绿三天了，明天修复跑路,,,08-21
股友321h1519y2,马上起飞了涨停,,,08-21
阿但地,"21日公司以每股71.86-71.93人民币回购27.81万股,回购金额1999",,,08-21
让我赚点啊,中报分红吗，反正套得死死的，有分红还能拿回来一些,,,08-21
基民2h16313E17,跟福耀周线一样，却不一样命,,,08-21
股友8211G8A305,美的暂时不涨的原因无非是等我筹钱入市,,,08-21
富贵生财的张三丰,待跌与格力同价时，才是我尔加仓时,,,08-21
富贵生财的张三丰,每天大资金净流入而股价逐日盘低，公司还有每天都在回购，从这个角度来看可能公司中打,,,08-21
火梅lhm127,美的大逃亡啊，北上资金都跑光了，60日线破了，首个企稳们大致为69元。,,,08-21
股友2729er1898,美的从69.88—73.63是A浪上升，从73.63—今天走B浪回调，数字是73,,,08-21
我猜你是吃饱了,索性暴跌吧、我再加点,,,08-21
fslailai,今天不会没回购吧？,,,08-21
JDHHDHDJ,祝美的的庄八月全西绝,,,08-21
石头f6qkri,五个账户，同样时间进的，其它几个盈利20---46个点，就这个是亏的,,,08-21
灵动机敏的高昆,大家有没有发现最近量能一直挺大的，但是股价确毫无波澜？,,,08-21
扎你小心心,这股盘子太大，丢十几个亿在里面都不会起水花的，谁有力量拉这种股票？,,,08-21
韭菜根的须,是人是鬼都在秀，只有阿美在挨揍,,,08-21
n709813814958334,每天要死不活的,,,08-21
迅捷的冯逸凡,大盘已经快3800不要让我失望还等着换手机呢,,,08-21
喜喜哈哈哈,丑的我真服你了,,,08-21
回本_就销户,从美的出去打野的机构资金已经陆续回来了，拿好筹码坐等机构抬轿吧,,,08-21
小旺瓜,坐等分红,,,08-21
股友qE85ll,明天不涨清盘了…大盘回调..不敢想象,,,08-21
Mr麦,看这走势，是不是又暴什么雷了？,,,08-21
毛毛爱吃薯条,这个股票成交量这么少吗,,,08-21
捕蛇者说,今天没回购吗,,,08-21
现在开始攢股,跌到70以下才加仓，现在只能卧倒不动,,,08-21
基民wHJzRr,这几个月走势正常吗，板块天天向上它天天往下，何时掉头？大佬门说说看！,,,08-21
股友6T26992d12,这怎么越回购股价越往下走,,,08-21
来自2019年末,SB,,,08-21
股友888O3L3938,根本不是美的不涨，而是本来就该一直阴跌的票，因为大盘涨给拖住了没跌，造成不涨的假,,,08-21
抵拢倒拐611,要不是每天操作下，指不定亏到哪去了。,,,08-21
未来39,只要我不卖你们就赚不到钱,,,08-21
偷宝鼠,看来在吸盘，还在等半年报出来才能爆发,,,08-21
股友Iwff3o,全仓进了明天看能不能喝点汤,,,08-21
散黄的散户,跌，是给你进场机会。,,,08-21
fslailai,为什么无论买单是几十还是几百还是几千手卖都能跟进的那么及时,,,08-21
极道仙兵,今天主力的买入成本是71.85元。72.12堵着6000手，抬高平均成本，反手8,,,08-21
奔跑不停的貔貅,洗盘了洗盘了再跌跌才有希望,,,08-21
股友95690IG171,……,,,08-21
暴涨是迟早的事,加仓了，已经被主力搞疯了，彻底黑化中，加仓加仓（嘶吼中……）,,,08-21
股友95690IG171,吗,,,08-21
奔跑不停的貔貅,你们赶快卖赶快卖我看看还能撑几天不涨,,,08-21
账户已注销,大盘连跌3天这个票才会有价值,,,08-21
拉高出货了,大盘跌就顺势跌，大盘涨就逆势跌,,,08-21
股友888O3L3938,这个股有我在大家别想挣钱,,,08-21
盘后拍断大腿,万手砸,,,08-21
觉醒之珍妮,一直在出货啊,,,08-21
牛市不断,今天又准备加什么新概念,,,08-21
抵拢倒拐611,拿着难受，卖了也不知道外边买啥。,,,08-21
nHZ,所有的股票都上涨几波了，唯有美的集团股价没涨，难道要永远趟平？,,,08-21
JDHHDHDJ,美的就是个笑话,,,08-21
拉高出货了,盘子大了才涨不动的吗，农业银行2万5千亿的盘子天天两个点的涨,,,08-21
房边有口井,金针探底，，行情开始,,,08-21
Ideally8166,没有外资，美的就是！,,,08-21
你亏钱是你活该啊,看着发帖的这些人好心塞，都是坚定的价值投资者，都不会卖，可没人卖咋涨呢。都恶心这,,,08-21
乐观的梅小主,在也不买这只了,,,08-21
独具慧眼的砚青7,给你发个证书,,,08-21
哎呦喂1314,是哪个春猪在前天给贴上液冷标签的？,,,08-21
小散霸主,看周线和月线今年不会涨了,,,08-21
哎呦喂1314,液冷大跌，这个是液冷概念,,,08-21
股友qE85ll,十年一次牛...美的这样对待我们这些小股东...,,,08-21
萌萌公主,你到底行不行,,,08-21
钱就轻如鸿毛0140,买海尔不涨，换了美的，美的不涨。,,,08-21
瘦身鲩鱼,醒醒吧！移动都开始发力了,,,08-21
我就是那个接盘侠,抬头望自己，低头看美的,,,08-21
有礼貌的幻爱行17,解套难难于上青天,,,08-21
股友2L8567616O,少有的好公司好股票，要是在美股这可是门面，在这竟然这么恶心？,,,08-21
独具慧眼的砚青7,没见过这么不讲究的，,,,08-21
账户已注销,买长虹美菱优势是市值小能翻倍基本面差不多股息也是5%,,,08-21
