author,comments,reply_comments,reply_authors,update
坐等老庄抬轿子,明天继续吃肉,,,10-14
赚钱的人1885435,明天行情还用说吗？呵呵！太了解这垃圾了，机构是多不看好啊！三季度是要亏损多少？拭,,,10-14
见你不买一双鞋,大资金正在调仓换股，抛弃科技进仓消费,,,10-14
自在de赫拉,拉升白酒才是正道！,,,10-14
股友xijwiK,昨晚老肖说什么来着，一个个的，我真是,,,10-14
坐等老庄抬轿子,昨天卖出中药，换到白酒，太明智了,,,10-14
混一混看一看,这段哥一人拉动板块啊,,,10-14
自在de赫拉,终于轮到白水发威了！,,,10-10
赚钱的人1885435,哎！不会碰你一个产品,,,10-13
股友gj159,段哥买了茅台,,,10-14
刀哥刀快,酒喝的人越来越少啦致癌还高消费，没办法,,,10-10
气宇轩昂的魏小达,电商双11又要来了，酒又要跌价了,,,10-11
BS战法,龙头,,,10-10
一买就涨停板,双节一瓶酒也卖出去？,,,10-09
为爱炒股666,年轻人不喝酒咯,,,10-09
BS战法,一首凉凉送给在座的各位,,,10-09
曰内瓦还钱,银行杀不动了，白酒当大哥了哈哈,,,10-09
股友38215G808I,白酒还在高点，起码还要跌两三年,,,10-09
股友11820W01O5,白酒怎么不反内卷？,,,10-08
哎哟喂248594,今年白酒销量虽然下降不少！但是比明年好多了啊！,,,10-03
股友DvLNjT,跌了4年了,,,10-02
基民AA8ujd,今天看1988大结局了，平时酒不怎么喝，今天差不多一瓶，相互印称吧，不喝多，不喝,,,10-02
A股A哥,库存太多了，,,,10-02
湖北宋宇飞,444,,,09-30
富一次就好0721,快了,,,09-30
愚者擒牛,白酒是完蛋了，不知道哪年才轮到它涨。,,,09-30
A股A哥,收个半导体呗,,,09-30
有主见的红苹果,让你们不喝白酒多喝点白酒！,,,09-30
基民O239f79136,白酒今天必须雄起一把，给大家双节一些信心，改变低迷的局面，气势很重要，不然放假期,,,09-30
靠炒股发财,老登股白酒不行了,,,09-30
自由的云梦幻,科技股涨起来是正常的，科技为主导，白酒当然完蛋啦加上今年的限酒令更多彻底凉凉了,,,09-30
潇洒不羁的谷美波,白酒已经完球了,,,09-30
t股市小白,总说白酒惨白酒惨，这不跟我持有的消费啊商业百货啊一个德行嘛，这也没惨到哪啊,,,09-26
八方发财de兰陵王,白酒废了，干部都买散酒招待领导了，高端白酒还卖给谁啊,,,09-29
悟道中2025,瞎眼了，抄底白酒，连跌11天了，草,,,09-29
股友edMZvv,横在0%这条线了，故意的吧,,,09-29
幽兰猫,看看月线周线，白酒远远没有见底,,,09-29
或许可以7912,原材料制造业利润增长较快，消费品制造业利润由降转增。受市场需求增加、价格回升、成,,,09-28
靠炒股发财,白酒真的要割肉了，别硬抗了。老登股不会再涨了,,,09-26
草原上放牛,有病的吧天天跌,,,09-26
滴水穿石聚少成多,一如既往的稳定下跌,,,09-26
三把宝刀,轮到白酒添光加彩了,,,09-25
严谨的戴诚炳,沃伦·巴菲特曾说：“我来告诉你，我为什么喜欢香烟生意。它只花了一分钱制造，却能卖,,,09-25
鸣添会更好,每天免密支付就行,,,09-25
阳光的丁晨光,人为操控的市场，高位股天天涨，低位的板块天天跌，真是奇葩,,,09-25
AbCca,我的白酒亏麻了，今天全部割肉清仓，垃圾,,,09-25
为解套奋斗一生,白酒每天开盘扣钱就是,,,09-25
湖北宋宇飞,1144,,,09-25
湖北宋宇飞,1144,,,09-25
琉璃光168,东方财富的收益排名。只要不亏损，就战胜了90%的散户。如果亏损了，东方财富很会安,,,09-25
靠炒股发财,我建议将白酒都退市吧,,,09-25
严谨的戴诚炳,创新酒必在创新药之后爆炒！请问创新酒有哪些牌子？,,,09-24
严谨的戴诚炳,$ST股(BI0511)$$白酒(BI0896)$$中药(BI1040)$,,,09-24
严谨的戴诚炳,下一批,,,09-24
抚顺一生黑,拉升个白酒就到四千点了，这些机构恶心货。科技科技半导体芯片发发发发发发,,,09-24
坐等老庄抬轿子,散户们在白酒和消费，埋伏这么久了，为什么主力不来,,,09-23
抚顺一生黑,白酒又全体装了，,,,09-24
股友Tytqv0,散户还这么多还的往死里跌科技牛来了芯片起飞,,,09-24
严谨的戴诚炳,格隆汇9月23日丨ST景谷(600265.SH)公布，为提高公司持续经营能力，进,,,09-24
牛市已久远,别的板块跌是涨得多了，你白酒也好意思跟跌，你根本没涨过。,,,09-23
诸司马姬,市场就看白酒补涨了，轮也该轮到白酒起飞了,,,09-19
贴心的车卓婷,倒霉孩子。买白酒,,,09-22
或许可以7912,三是“反内卷”受益的行业（比如政策支持避免恶性竞争的领域）,,,09-21
股友07987ti267,泸州老窖中秋节网购销售很好，周一能买白酒吗？请帮我看看！谢谢！,,,09-20
有主见的红苹果,夕阳产业白酒像药一样难喝早晚凉凉,,,09-19
股友aeeQNK,白水连绿我九天，红一下吧，太绝望了，大盘行情这么好。,,,09-19
贴心的车卓婷,白酒是最垃圾的，谁都不要买,,,09-18
股神有一手,调整后冲击3000点。,,,09-18
诸司马姬,白酒？？？,,,09-18
A股被基金做空了,刘昌松说的低位低估值就是指白酒板块，按照他的思想，把全部身家压在白酒上面，等着赚,,,09-18
风哥论市,白酒还有希望吗？一点都没有！！,,,09-18
风哥论市,白酒还有希望吗？一点都没有！,,,09-18
诸司马姬,白酒也该补涨了，其他板块都利好兑现了，白酒没涨过,,,09-18
刀哥刀快,酒喝的人少了主力聪明的很,,,09-17
刀哥刀快,看样子酒是真没人喝了致癌还花钱不如买养殖板块,,,09-17
齐齐哈尔股侠,白酒破位了,,,09-17
股友V00622C517,老登概念股,,,09-16
股友V00622C517,白酒为什么最近总是冲高回落？好几次了，急拉盘后急跌下来。感觉有人故意压着。,,,09-16
股友kE66571016,这波拉高套人，这辈子我都不会碰白酒了，太恶心了,,,09-12
股友1v36K50715,白酒就是垃圾,,,09-15
股友8el0760939,板块在释放抛压？,,,09-12
股友8el0760939,别恶心行不行,,,09-12
满仓满融梭哈,拉尾盘？明天开杀？,,,09-11
股友LvJrIg,卖的白酒加仓干了半导体！制造热度不减少就是上行阶段，加油,,,09-11
见你不买一双鞋,中成药：老药方迎来新春天 很多人还觉得中成药传统落后，误会大了！ 越来越多经典方,,,09-11
抚顺一生黑,一个被机构遗忘的板块，白水,,,09-11
股友LvJrIg,干什么那，,,,09-11
股友LvJrIg,跟大盘反着走,,,09-11
沪A先生,磨人啊,,,09-10
股友Tytqv0,通信芯片还是牛,,,09-10
细心的乔玫薇,白酒争点气，涨给他看,,,09-09
养家糊口赚点小钱,夕阳行业，大资金一般不会来，风险太大，但是年底节前可能有反弹,,,09-06
富贵民丰地司空摘星,给老登们喝,,,09-09
股友8el0760939,固态电池的成交量是白酒的十几倍真牛,,,09-09
蒸真日上,资金还是在这个板块游走,,,09-07
股友8el0760939,涨不过大盘,,,09-05
持续买买买,科技行情火爆，一堆十几厘米，唯独白酒板块安安静静的。,,,09-05
小散户nice,这属于白酒躲牛市了都,,,09-05
宏电子的智子,我买白酒，我有罪,,,09-05
股友8el0760939,主力去拉电池光伏都不来白酒，昨天来了消费也去了百货白酒这个飞舞真的无语,,,09-05
股友zwQoyW,白酒没希望了,,,09-05
每天最新消息,A股三大指数收跌：沪指跌逾1%消费股逆市走强，酒店白酒百货旅游消费等等东方财富C,,,09-04
每天最新消息,A股三大指数收跌：沪指跌逾1%消费股逆市走强，酒店白酒百货旅游消费等等东方财富C,,,09-04
每天最新消息,A股三大指数收跌：沪指跌逾1%消费股逆市走强，酒店白酒百货旅游消费等等东方财富C,,,09-04
每天最新消息,A股三大指数收跌：沪指跌逾1%消费股逆市走强，酒店白酒百货旅游消费等等东方财富C,,,09-04
持续买买买,开始出现B1,,,09-04
股友8el0760939,这个垃几板块真是人见人欺,,,09-04
湖北宋宇飞,1444见,,,09-04
小鱼lu,关哦家几节课、还能；一卡卡卡几嘛咔咔咔急急急体育i7有“u他“没卡卡卡卡就那叫妈,,,09-03
上海夜叔富邦科技,来了，目标价5-10倍，才十几亿市值,,,09-03
煽火点风,啥意思，朋友来了用酒招待？,,,09-03
上海夜叔富邦科技,$富邦科技(SZ300387)$$化肥行业(BI0731)$$白酒(BI0896,,,09-02
姜火林那年代,白酒很可能走大三浪三三主升浪,,,09-01
土乖,改名叫白漂,,,09-02
股友kbySdv,白酒应该是最后一道重要防守堡垒,,,09-02
n429513649109440,酒板块经常早盘拉一下就没戏了,,,09-02
多篮子,要的就是慢牛，逐步上涨！,,,09-01
体贴的肖三仟,$白酒(BI0896)$$*ST春天(SH600381)$$舍得酒业(SH600,,,09-01
体贴的肖三仟,气温降下来了小酒喝上去咯,,,09-01
股友6L571l9722,《大趋势》＜白酒高价大盘＞【让位于】＜A丨+.芯片+﹥茅台.山西汾酒.五粮液.…,,,09-01
体贴的肖三仟,白酒股最坏时刻已经过去了，我国几千年的酒文化加上固态发酵健康白酒具有的成瘾性，没,,,08-31
体贴的肖三仟,反正没事了,,,08-31
每天最新消息,以行动守护白酒，中国白酒文化没有白酒，就留不住藏在酒里的乡愁与民族魂，文化就不能,,,08-28
体贴的肖三仟,$中药概念(BI0615)$$白酒(BI0896)$$今世缘(SH603369),,,08-29
一路常涨,有朋自远方来，不亦乐乎，9.3当小酌，利好,,,08-29
买在三千套在四千,北交所唯一的白酒概念—流金科技,,,08-29
干练的车琦,买了兴业银行，业绩优秀,,,08-29
小鳄鱼之东方不败,中央汇金买白酒大家怎么看,,,08-28
雷厉风行的吴翔云,主力建了底仓怎么不见上攻,,,08-29
每天最新消息,老白干酒：上半年净利润同比增长5.42%南方财经网11小时前南方财经。8月28日,,,08-29
每天最新消息,老白干酒600559：上半年实现营收净利润双增长证券时报网3小时前约3分钟,,,08-29
体贴的肖三仟,$古井贡酒(SZ000596)$$白酒(BI0896)$$中药概念(BI0615,,,08-28
或许可以7912,目前Ａ股仍是机构主导，散户和外资还未大举入场。从技术上来看，大盘月线这里已经是突,,,08-28
卧龙说股到金,看看当年贵州茅台2600附近成立的白酒基金，现在是什么样[捂脸]$白酒(BI08,,,08-28
新都退,都在酒里躲牛市，看风景，还是都醉了，等醒了牛市也结束了，盘点与牛市擦肩而过,,,08-28
时尚的肖逸凡,现在还买白酒股？那是真蠢！,,,08-28
丢了西瓜捡芝麻,抖音有一个叫老肖的小心天天推荐白酒黑主流赛道，有不同意见的就直接拉黑，大家别被骗,,,08-28
远离白酒医药,彻底沦为时代的弃子,,,08-28
股友8el0760939,还是需要修复需要时间,,,08-28
新都退,买白酒安全，躲在牛市里等待结束，OK,,,08-28
股友IE1UtX,上涨次次无缘，挨打次次不少,,,08-28
刀哥刀快,有资金从科技、创新药流出来低位消费,,,08-28
我爱w7i,全仓白酒的我现在不敢出去了啊。真的是在白酒里躲牛市。好惨,,,08-28
我是你永远的跌,这板块算是彻底废了，剩下就是继续阴叠5-10年,,,08-28
超凡脱俗的钱柏,请跌停,,,08-28
新都退,科技不涨，白酒还得跌，一帮拿家里钱当废纸，泡在酒里躲牛市，高手,,,08-28
股友tk7cca,想多了吧，白酒是社交场合必备品，白酒文化作为中国的文化，哪里是短时间可以消退的，,,,08-28
股友1v36K50715,白酒不行了，快跑吧,,,08-26
guo5250,茅台和寒王是对手盘，科技涨，白酒跌,,,08-27
股友zwQoyW,买点酒，过节喝。,,,08-27
披星戴月2020,上市公司降声一片，白酒市场也是一片惨淡，没搞懂这波以酒鬼为首的上涨，胖东来的少量,,,08-27
不会炒股的小美,酒哥起来救世,,,08-27
潺潺流水无声滋润,白酒以后也能算非遗了，没人喝，单位不给喝,,,08-27
睁眼看世界l,白酒回踩到位我已开始加仓个人操作随笔记录，不构成任何意见建议，大家莫要参考，盈亏,,,08-01
股海垂客,到了压力位了，先抽出点资金，明天再突破,,,08-26
投资需要哲学思想,去哪儿旅行：暑期外国游客机票预订量遍布144个城市，比去年增加16个，新增的目的,,,08-20
清茶酱紫,短线补涨行情。,,,08-25
基民956202M3K7,白酒都涨了，那快见阶段顶了,,,08-25
账户已注销,平均个股落后其他板块平均个股五倍以上！多的都落后七八倍,,,08-25
账户已注销,复苏，板块严重低估！十倍不多,,,08-25
赶超老巴,来白酒板块放个马后炮。至于当初提示可以关注的个股，在这段行情中有什么表现，我就懒,,,08-25
买在三千套在四千,北交所唯一白酒概念—流金科技,,,08-25
股友Q0F8CK8779,临近午盘，指数砸了一波，有资金高低切，跑白酒里来了，白酒出现一波拉升。,,,08-25
神话不可复制,喝酒吃肉,,,08-25
每天最新消息,趋势为王，只要是上涨趋势，所有板块缩量回调都是进场机会。牛市不宜追高位票，低位票,,,08-24
或许可以7912,分红高息,,,08-23
每天最新消息,趋势为王，只要是上涨趋势，所有板块缩量回调都是进场机会。牛市不宜追高位票，低位票,,,08-23
或许可以7912,$白酒(BI0896)$$消费(USBLOCK|US36971)$$华致酒行(S,,,08-23
或许可以7912,上半年GDP同比增长5.2%，消费支出贡献率有望达到65%，消费还是比较重要的，,,,08-22
深情的你来耍,郎酒为啥没上市？,,,08-22
晚餐吃什么,肯定要三阴破一阳，还是不看好,,,08-22
股友06P1619W60,白酒涨，个股跌,,,08-21
股友X277m78993,666不再碰白酒,,,08-21
晨晖灬,666,,,08-21
开放的姚芮茜,满仓买白酒#发财,,,08-20
一年无休,希望这波白酒破2021年的高点,,,08-20
开放的姚芮茜,买白酒的要发财了，最近,,,08-20
有专注力的魏霏18,明天该又暴跌了吧,,,08-20
东北老财,又让小羊得意了。,,,08-20
韭菜给别人养爸妈,1个多点到手,,,08-20
股友Bu36lO,$白酒(BK089委托标的：买卖方向：笔记：6)$,,,08-20
股友05987cw178,银行喝了白酒。劲大、跌不下去。,,,08-20
华少聊财经,白水，接着揍乐接着舞,,,08-20
噪音0014,板块里的大块头都是老爷自己，拿来稳指数那是轻车熟路,,,08-20
惬意的温琦,弘信电子，绝世老妖，冲鸭弟兄,,,08-20
zhuch1,拉白酒，有号召力吗？,,,08-20
每天最新消息,A股三大指数震荡整理，成交额接近2.6万亿，酿酒板块走强。2.6万亿看谁踏空牛牛,,,08-20
每天最新消息,A股三大指数震荡整理，成交额接近2.6万亿，酿酒板块走强。2.6万亿看谁踏空牛牛,,,08-20
股友I9R2153078,终于涨了,,,08-19
谦虚的秦逸7,北交所唯一白酒概念,,,08-19
股友11y70689c9,$白酒(BK0896)$,,,08-18
风雨中飘摇的小韭,看到了一个奇怪的东西,,,08-15
享乐概念股,这家伙不拉算得上是牛市吗,,,08-15
股友3Zq2935136,垃圾呀，受不了,,,08-18
每天最新消息,上证指数站上3731.69点，日内涨近1%，刷新2015年8月21日以来的最高点,,,08-18
每天最新消息,沪指突破3731.69点刷新近十年新高东方财富Choice数据1分钟前约13秒股,,,08-18
股友tut2uf,做空白酒砸指数。散户没有买白酒的。所以大概率要筹码。,,,08-15
道二儿,开始整白的了？,,,08-15
每天最新消息,申万宏源王胜：这一轮牛市持续的时间会很长券商中国19小时前,,,08-15
正和游戏共同成长,未来5年女人会不会像吸细支烟一样喝低度酒。低度酒会不会像细支烟一样引领未来消费主流。,,,08-13
飘逸的梅汇琴,听说爱理财的羊弟，进白酒了，,,,08-14
每天最新消息,央行：前七个月社会融资规模增量累计为23.99万亿元央行网站6小时前,,,08-13
每天最新消息,央行：前七个月人民币贷款增加12.87万亿元。央行网站6小时前,,,08-13
每天最新消息,央行：前七个月人民币贷款增加12.87万亿元。央行网站6小时前,,,08-13
每天最新消息,沪指创2021年12月以来新高、创业板指大涨3.62%成交额突破2万亿东方财富C,,,08-13
每天最新消息,创新高。沪指创2021年12月以来新高、创业板指大涨3.62%成交额突破2万亿东,,,08-13
波段发哥,躲在酒里，躲牛市,,,08-13
每天最新消息,三部门印发《个人消费贷款财政贴息政策实施方案》助力释放居民消费潜力财政部网站8小,,,08-13
每天最新消息,贵州茅台：上半年净利润454.03亿元同比增长8.89%证券时报3小时前,,,08-13
勤劳善良的谢广坤,一天到晚假科技拉飞了！,,,08-12
股友1v36K50715,白酒就是垃圾,,,08-12
每天最新消息,不错，我就知道你是迟来的爱，哈哈。,,,08-06
在风光时低调,吧里一点人气都没有啊,,,08-11
每天最新消息,十大机构论市：慢牛延续牛市氛围不会轻易消失东方财富研究中心24分钟前约11分钟。,,,08-10
A股被基金做空了,财经网红刘昌松没有喊白酒白酒了，白酒只要他不提是绝对安全的,,,08-07
沉毅果决的何皓轩,你又完蛋了,,,08-06
每天最新消息,白酒开始涌动了哈哈,,,08-06
俊逸出尘的陶亦凡,$威龙股份(SH603779)$$白酒(BK0896)$,,,08-06
隐形的稻草,你们有没有看到最近好的服务器，老是无缘无故的逃出禁酒令的消息啊。为什么啊我都没看,,,08-05
每天最新消息,茅台“抄底”！蛇茅批发价重回2000元/瓶！白酒估值处于十年估值低位中国基金报8,,,08-05
股友3LatBI,白酒板块真是烂,,,08-05
每天最新消息,十大券商策略：“慢牛”行情趋势不变新一轮行情随时可能启动券商中国7小时前约15分,,,08-04
每天最新消息,十大机构论市：A股已开启全面慢牛趋势调整是逢低布局机会东方财富Choice数据3,,,08-03
每天最新消息,十大机构论市：A股已开启全面慢牛趋势调整是逢低布局机会东方财富Choice数据3,,,08-03
体贴的肖三仟,$酒ETF(SH512690)$$白酒(BI0896)$$ST股(BI0511),,,08-02
奇迹会出现,所有板块今年都涨过了，就白酒没涨过，还在2600，飞舞一个,,,08-01
小药不识月,白酒板块天天靠2个st撑着？,,,08-01
每天最新消息,看嘛，白酒跌一点点,,,08-01
股友zwQoyW,被彻底抛弃了，以前跌稳指数涨白酒，现在是涨稳指数跌白酒,,,07-31
睁眼看世界l,上涨不必带我，下跌必定有我？,,,07-29
基民W7f8578732,我在白酒躲牛市,,,07-29
俊逸出尘的陶亦凡,牛市的最后一定是拉动消费发,,,07-27
斐波那契螺旋,白酒行业正全面进入高股息率时代。虽然茅台的股价对白酒行业整体构成了压力，但以派现,,,07-26
进口有机韭菜,唱衰白酒板块，在白酒里躲牛市？这论调害人不浅。据我观察，自选的绝大多数股股价相比,,,07-26
股友03Q80O3603,就他么一天,,,07-25
远离白酒医药,继续叠5年吧,,,07-25
自在de赫拉,轮到白酒了！,,,07-24
标致的龚淼洋,茅台目标1000以下，吃老本企业不能给很高的估值。,,,07-23
有自制力的耿榕5,新能源都启动了，该轮到白酒了吧,,,07-24
白马山锦衣人,借酒消愁+喝酒庆祝，白酒属于两头吃的属性。现在建大坝，白酒又给工程建设者们准备上,,,07-23
韭菜给别人养爸妈,科技茅崛起,,,07-23
谈古论今xs,这段时间，餐饮行业已恢复吃喝，据熟悉的一些饭店老板说，有很多前期未办的宴席要补办,,,07-22
绿色脚步01,没有领头羊，难以有更好表现,,,07-22
老油条a,不敢买，来一个杀一个，来两个杀一双,,,07-22
股友T165058O10,到雅江搞工程，要送礼，吃饭，白酒需求量加大,,,07-22
zhuch1,干工程，要喝酒，拉白酒，哈哈哈,,,07-22
韭菜给别人养爸妈,一个点终于到手,,,07-22
没钱不要拉,果然，大工程少不了喝酒,,,07-22
优秀的朱柔2,银行拉完，开始搞白酒了！,,,07-22
东南之宾,有活干了必须喝酒,,,07-22
小小小小暗,修水电站利好白酒？,,,07-22
主动撤离,基建人的辛苦，唯有喝酒能消解,,,07-22
基民X12g925388,工程越大越有钱喝酒,,,07-22
顶底教科书焚天,银行资金出来赚钱了就要酒池肉林，神逻辑。,,,07-22
搬砖补仓哥,果然逻辑很强有工程就得请客喝酒，,,,07-22
我用养老金抄底,有工程就得喝酒,,,07-22
zhuch1,乱投医，拉白酒？,,,07-22
楼兰王子,大牛要来了，大家不要跑啊,,,07-22
美纳40倍,我在白酒两个月躲牛市，昨天减了99%仓位去基建ETF了。,,,07-22
楼兰王子,我现在是满仓中，非常害怕猝不及防的大跌啊，如果能上3600我就全部出货了，我可不,,,07-22
宁迪齐能,白酒也是反内卷的重点行业,,,07-21
我是快乐的操盘手,天天刷到他,,,07-20
kria0428,黄永玉设计的酒鬼酒瓶子，大家忘记了吗？？,,,07-20
体贴的肖三仟,$白酒(BI0896)$,,,07-20
体贴的肖三仟,$酒ETF(SH512690)$$白酒(BI0896)$$水井坊(SH60077,,,07-19
在风光时低调,这板块落后大盘30%，大伙怎么看？,,,07-18
每天最新消息,科技股涨到头就是该白酒大涨了。,,,07-18
林清然,暗度陈仓,,,07-18
只买Top10,就等银行的钱出来了，我就不信社保的钱，敢去买骗子王的科技半导体，敢去虚拟币,,,07-17
俊逸出尘的陶亦凡,$白酒(BI0896)$,,,07-17
小淑女,白酒是历史大底,,,07-17
俊逸出尘的陶亦凡,$贵州茅台(SH600519)$$白酒(BI0896)$$酒鬼酒(SZ00079,,,07-16
股友579u6q6820,白酒就是下一个银行！,,,07-16
隐形的稻草,放心银行开始砸盘了。不是券商就是白酒承受这部分资金。目前来看白酒没怎么涨过。承接,,,07-15
湖北宋宇飞,444,,,07-15
理性的黎云卉,放量滞涨，见顶了，先撤,,,07-14
俊逸出尘的陶亦凡,白酒不提？,,,07-14
股友6f693585R5,轮动也轮到白酒了,,,07-11
每天最新消息,所有股票永远都是轮换上涨，不可能一直涨一直跌的股票，都是时间换空间，无酒不成礼仪,,,07-14
想减肥的小熊,白酒里有绿地房地产和中药？,,,07-14
邱鸿淼,完蛋，王小雨接白酒的广告,,,07-13
俊逸出尘的陶亦凡,$白酒(BI0896)$$保险(BI0474)$$国债ETF东财(SH51116,,,07-13
每天最新消息,股票永远都是轮换上涨，不可能有一直上涨的股票，都是时间换空间，无酒不成礼仪，无色,,,07-12
每天最新消息,无酒不成礼仪，无色路断人稀。瓶中无酒不成席；桌上没茶怎待宾。瓶中无酒不成席；园内,,,07-11
隆基解套永世销户,白酒能不能也起来,,,07-11
财之海洋,金融地产白酒，白酒也要启动,,,07-11
每天最新消息,民以食为天，无酒不成席。,,,07-11
积善行德知行合一,白酒快接力！,,,07-10
吃肉万手哥,白酒板块已经被遗忘了,,,07-10
万豪4375,三大指数见顶，酿酒板块机会来了！座好扶好！,,,07-09
每天最新消息,股票永远都是轮流转换涨幅，不可能一个行业一直涨。因此，现在该是白酒上涨了，满仓老,,,07-09
低位买入做长线66,白酒大行情开启,,,07-09
短线炒股看热点,光伏都最近涨这么凶的，我不信轮不到白酒,,,07-09
生意州鹤de陆小凤,这一轮买白酒被套的悲催,,,07-08
隐形的稻草,白酒就像以前的房地产公司一样了。哈哈哈哈没戏了。,,,07-08
基民ymamPG,白水是彻底玩完了,,,07-08
股友3LatBI,酒，能不能不要这样，只有跌的份，没有涨的份，一年涨不了几次,,,07-08
楼兰王子,上周的反倾销税白加了吗,,,07-07
韭菜给别人养爸妈,冲乖乖地龙冲,,,07-07
每天最新消息,相信白酒，支持白酒,,,07-07
不良人勿近,$白酒(BK0896)$$食品饮料(SH000807)$,,,07-04
善良的香雪柳20,明天出150万，收古井贡酒,,,07-02
万豪4375,估计收盘37.8,,,07-02
韭菜给别人养爸妈,又1个多点满足了,,,07-02
每天最新消息,与胖东来联名酒曝光，酒鬼酒一度涨停；今世缘：控股股东已累计增持875.59万股丨,,,07-01
超级无敌巴菲特,白酒未来可期，但不是这几天,,,07-01
睁眼看世界l,今日正式建仓！,,,06-25
不良人勿近,这不叫长阴短柱，不想卖就必有一杀，下周大阴线！,,,06-27
AbCca,白酒不配涨吗？,,,06-30
体贴的肖三仟,$白酒(BI0896)$$ST股(BI0511)$$常山药业(SZ300255),,,06-29
股友3LatBI,最错就是买白酒了,,,06-27
