author,comments,reply_comments,reply_authors,update
情绪反向利用,三强七弱,,,08-03
情绪反向利用,破五拐头穿20止跌,,,08-02
情绪反向利用,四连阳底确认来个板回马枪,,,08-02
情绪反向利用,明天还砸吗,,,08-01
富可多谋的小白,筹码已经具备牛市形态底部了，可以加仓进来了,,,07-31
情绪反向利用,涨6调6破起点大阳大阴首尾照应,,,07-31
情绪反向利用,能不能创新低，我留点钱,,,07-31
情绪反向利用,月线不创新低阴，年线今年来跌幅10/100,,,07-31
情绪反向利用,放量阴后放量阳应该还有二次探底，做个分析记录,,,07-30
liky520,再确认一次30日线就可以进场,,,07-30
情绪反向利用,T50潜底变量,,,07-30
情绪反向利用,10日大于25，方向向上，跌破是机会,,,07-29
情绪反向利用,同样的配方加速破位放量,,,07-29
情绪反向利用,15分钟的缺口应该是衰竭,,,07-28
情绪反向利用,将军柱外包阴15分钟天衣无缝加你，我就只买不卖，周一下跌还买，,,,07-25
股友K07t778209,都涨就你跌是吧？,,,07-28
情绪反向利用,年线还亏7个点，,,,07-26
情绪反向利用,奶奶的，拉起来砸更有力量哈哈哈,,,07-26
情绪反向利用,成交量小了，成交额可是放大，咋回事,,,07-25
情绪反向利用,后量超前量量强，后价反包前价过阴板价强，时间涨四调二涨三调一时间强，空间强，上涨,,,07-23
情绪反向利用,该跌不跌就是强,,,07-22
情绪反向利用,等到另一个极端,,,07-22
海燕长点儿心,现在这个点位，可以买吗？,,,07-19
情绪反向利用,稳量上涨还有上涨,,,07-18
情绪反向利用,光脚光头不完美的K线,,,07-17
情绪反向利用,缩量过阴半,,,07-16
情绪反向利用,年线TD50，下跌放量长下影,,,07-09
股友8595yn1651,$食品饮料(SH000807)$,,,07-08
接盘侠来呢,水好喝，但销量上去了吗？,,,07-08
接盘侠来呢,夏天喝水多，业绩应该不错,,,07-08
草根九菜,这个停牌了吗？一动不动,,,07-04
不良人勿近,$白酒(BK0896)$$食品饮料(SH000807)$,,,07-04
基民Z3qOuQ,食品饮料真是拉,,,06-13
菜鸟还是菜,他嘛的，能动一动嘛？,,,06-05
天天往上20CM,不靠谱说的话谁相信啊？加码迟早事情。,,,04-23
烟霏云敛,尾盘就是干，昨天听我清仓的，今天就躲过了主线大跌，今天尾盘猛干，不要想着补下面缺,,,04-18
天天往上20CM,下午要砸噢，主力使劲点，我好满仓，加油干活,,,04-14
天天往上20CM,拿农业和内部防御股票稳当点，外面随时吃面。,,,04-14
谷姐姐,板块今天不收个大阳就形成死叉，莫搞,,,03-26
情绪反向利用,补涨了，顶部信号,,,02-13
olafcalling,以前年末还会有人埋伏这个,,,01-06
股友9382762zx8,机构＋国家队+大柚子+券商的服务费一年的利润减掉上市公司的分红等于散户的亏损总额,,,01-03
股友9382762zx8,机构＋国家队+大柚子+券商的服务费一年的利润减掉上市公司的分红等于散户的亏损总额,,,01-03
股友A60973Y333,这个食品饮料，喝的东西太多了,,,01-02
你不怕被天责吗,大家在坚持一个多月，就过年了，过了年就涨了,,,12-18
有人替我拿上涨票,食品饮料的分支,,,12-09
迷人的海岛王,炒吃喝最后炒的是种子，土地种植，粮食，水产养殖,,,12-04
就当自己是庄,这指数也太假了吧，食品饮料板块都涨上天了,,,12-04
賺它一个亿666,涨一天跌两天的拉几，还是市梦率的科技股好炒作。,,,11-11
完了巴比q了,大A卖面第一股,,,11-06
胖大星,严重踏空了哇[哭],,,09-26
基民Z3qOuQ,这么能跌，一文不值了,,,09-11
olafcalling,收盘新低,,,09-09
one0101,2020年大资金在食品板块抱团取暖变成了蛮牛拉升，是严重错估的2020年以后的经,,,09-05
峥嵘岁月168168,跌到1万点以下吧,,,09-02
olafcalling,跌得好像大家都不吃饭喝水了哈哈其实是只吃饭喝水了,,,08-27
顺势尔为,真黑啊,,,06-20
olafcalling,newlow跟隔壁医疗一样,,,08-22
olafcalling,纵享丝滑,,,08-19
金融阿弥陀佛,今天的超级赛道是高速公路啊，市净率最低是000900现代投资，600269赣粤高,,,08-01
基民ptJ5RA,到15000我怎么都来捧捧场,,,07-29
Chu_u,食品饮料板块应该到底了吧[拜神][拜神][拜神],,,07-02
DOLLURVIP1,加速赶底刚开始，不要当炮灰。,,,07-24
基民nGgWdL,看看什么鸡，高位的换成重仓了，还买鸡？,,,07-08
关十八,可口可乐涨价对这个板块一点提振都没有么?行业巨头涨价。上市企业都是各个细分消费品,,,07-03
基民nGgWdL,开盘割了，奶奶的,,,06-24
顺势尔为,快到底了，明天基金补点，做个记录随后验证一下,,,06-18
顺势尔为,哎，走出来才明白，前高后低放量踢，踢后三阳顶背离，奶奶的，本来卖了又买进去了，每,,,06-14
顺势尔为,放量止跌反包,,,05-16
顺势尔为,5日下川13，能不能转机大长腿,,,05-16
一顾倾欢颜,$食品饮料(SH000807)$$证券(BI0473)$,,,04-11
顺势尔为,高量破,,,04-10
