author,comments,reply_comments,reply_authors,update
五年生物烂药之神,游戏到头了吧。马上放假了，普涨不会有游戏,,,09-29
一个人的千军万马,太厉害当初就看到这里，可惜没这命....,,,09-30
枕头发发发,今天至少跌五个点,,,09-29
master法师,今天应该能涨两三个点左右，稳住我们能赢！,,,09-29
无畏的欧熠素,抄底哈哈哈哈,,,09-26
五年生物烂药之神,坐稳扶好，起飞了,,,09-26
ChrisUnitedKing,昨天加仓游戏，坐稳扶好,,,09-24
养鸡成不了帝,这就打回原形了,,,09-26
小赢就是赚,昨天有加仓的吗,,,09-26
基民6217G0U561,今天也得3个以上,,,09-25
master法师,加速，加速！直接上2500！,,,09-25
master法师,马上放假了，不得玩游戏嘛,,,09-24
五年生物烂药之神,今年大盘指数就这样了。回调的时候，那些没怎么涨的还是得哭。,,,09-23
小清新玩家,三巴掌给你打到十日线,,,09-22
股海小保安,这个板块真安静,,,09-17
五年生物烂药之神,还是涨不过硬科技,,,09-18
master法师,向着3000点前进,,,09-17
股友61p31652C3,这几天能冲破2400吗？,,,09-17
五年生物烂药之神,游戏还是不行,,,09-17
master法师,今天盘整，明天继续起飞,,,09-16
九九羊咩,游戏还没有放量，等什么时候连续几天大几百亿的量才是冲顶，其实可以参考前高2500,,,09-15
五年生物烂药之神,要走波加速，大顶来了,,,09-15
基飞你跳了吗,不上班天天玩游戏，还能靠游戏赚钱，这日子咋样爽吧,,,09-15
master法师,早上吓死了,,,09-11
细腻的周宇航,还行吗？,,,09-12
翡翠民丰的卜鹰,拖后腿的玩意儿,,,09-11
九九羊咩,游戏还早得很，从4月开始这一波几乎都是那几个头部股在涨，其它的游戏股没有怎么动的,,,09-10
小赢就是赚,天天冲高回落牛批了你,,,09-10
股友22X28621d7,刚来的很多吧，给你们说下游戏的套路。大盘回调时，游戏拉升，吸引人气，然后冲高回落,,,09-03
五年生物烂药之神,短期2350-2400见。,,,09-08
股友261W786g67,反包阴线，冲冲冲,,,09-08
ETF交易狂人芭蕉,游戏：买在恐惧，卖在贪婪。,,,09-04
这名字起的纠结,已经站上20日线，可以开始复仇了,,,09-05
清风雨溪,别的科技跌是因为大涨过。游戏涨过么？烂泥扶不上墙,,,09-02
九九羊咩,玄学时间到，7月30，7月31，8月1这三天走势和最近3天几乎一样，8月2号就大,,,08-28
浮生小子,能不能涨一次，裤衩子亏没了,,,09-02
master法师,AI+游戏，明天又要起飞了,,,08-26
清风雨溪,烂泥扶不上墙，涨的时候最少，跌起来就领跌，弱势板块就没得搞头,,,08-28
九九羊咩,完全没有资金关注这里，只能当长期股东，出去又怕左右挨打,,,08-28
Glind2013,进入调整,,,08-26
国家伟大张国伟,游戏这帮垃圾骗子明天割了你，草,,,08-26
master法师,今天低开高走，明天大涨3个点以上,,,08-25
国家伟大张国伟,追错了，草,,,08-26
股友22X28621d7,赶紧跑吧，大盘一回调，游戏调整的比谁都快，主要原因是几个重仓股不行了，都是问题股,,,08-18
九九羊咩,今天又躲牛市了，没事，我很坚强,,,08-25
master法师,厚积薄发，稳稳的,,,08-25
李锦山,这个蛋不干活！,,,08-22
长沙南方金融二班陈瑞,主力，你在干嘛？,,,08-22
长沙南方金融二班陈瑞,主力，你抢筹码？,,,08-22
天地玄宇宙黄,昆仑咧？,,,08-21
master法师,一个字：死拿,,,08-21
长沙南方金融二班陈瑞,破2100？,,,08-21
长沙南方金融二班陈瑞,骗筹码的主力,,,08-21
长沙南方金融二班陈瑞,早上拉伸上午卖，我已经习惯了,,,08-21
长沙南方金融二班陈瑞,你真洗盘啊,,,08-20
长沙南方金融二班陈瑞,能不能一飞冲天，跌一天涨一天的,,,08-20
股友jS0QCO,8月20日凌晨，在科隆游戏展上，游戏科学发布黑神话系列新作《黑神话：钟馗》的首支,,,08-20
长沙南方金融二班陈瑞,感觉游戏不行了,,,08-20
长沙南方金融二班陈瑞,天天拉高出货,,,08-20
你哇得都对,不要怕，这几天应该没有问题,,,08-19
你哇得都对,差不多该走了，不跟涨，,,,08-18
A股波段大师,底仓几十个。没卖一直在。有业绩有概念，还有波动性，是我喜欢的板块,,,08-13
master法师,冲上5500点,,,08-14
A股波段大师,这是不肯给我场外买点呀。,,,08-11
直率得雪松,被机器人踩下去的,,,08-06
iTK3,今天很强啊,,,08-07
iTK3,游戏给力，还会继续，今天保底小红小绿即可，下一波加速↑,,,08-07
跄跄来也,后排的几个发点力,,,08-07
基民6217G0U561,游戏版块今天要求不高，微红就行,,,08-07
基民6217G0U561,今天再给涨一个点吧，补补创新药的坑,,,08-07
基民6217G0U561,今天微红收盘就OK了，加油,,,08-07
iTK3,光头阳线收盘？后续还有戏？！,,,08-06
北证王,真的垃圾走了,,,08-06
基民50057N696V,三连阳，这位置继续拿吗,,,08-06
直率得雪松,舍不得卖啊，加速了,,,08-06
基民6217G0U561,游戏继续冲锋啊！加油！！！,,,08-06
基民6217G0U561,顶住啊,,,08-06
股友95vC389217,估计要要回调，今天红就走，绿就留，在绿就加仓,,,08-06
直率得雪松,没有创新药强势啊，难道就结束了,,,08-05
跄跄来也,还有！,,,08-06
跄跄来也,发射！冲！,,,08-06
你哇得都对,沃日，我加了恒生科技，没加游戏,,,08-05
直率得雪松,难道又一个创新药走势,,,08-05
哈积米,收割,,,08-05
跄跄来也,来四个持仓涨停吧，起飞！,,,08-05
艾AA丶,拿了一年，盈利了50个点，上个月底卖飞了,,,08-05
股友637E1x3962,刚才还以为是主力出货了。,,,08-05
九九羊咩,周线和月线都是一笔上，无需担心，拿好就行，不要在意短期涨跌，感觉这个板块长期来看,,,08-04
大A高企墙,周一主力主攻方向！龙头除了中信海直外，其它就是抓秋式涨停,,,08-03
iTK3,按预定计划来了,,,08-04
跄跄来也,趋势是要破新高的,,,08-04
跄跄来也,今天看你表现！,,,08-04
跄跄来也,全红,,,08-04
卖飞岛,游戏走势跟银行存在某种共振关系。,,,08-04
股友a0T0178685,得该你了吧拿了你一个月都没咋涨,,,08-04
九九羊咩,不是，牛市没赶上，挨打可没一顿落下的啊,,,08-01
股友95vC389217,开始震荡像上了不要被甩,,,08-01
基民6217G0U561,哥们，昨天重仓的你，今天好好涨啊，各种游戏大会今天开，有亮点的部份自媒体肯定会推,,,08-01
基民6217G0U561,赶快拉升，这几把行情,,,08-01
一个人的千军万马,会走到哪呢？哪位大神出来告知一下，谢谢啦！,,,07-30
芦雁随风,天天跌，拿一个月不够一天跌的,,,08-01
基民9N70D79596,加了游戏，不然对不起今天的跌幅！,,,07-31
有条理的浪林思8,跌的一直跌涨的一直涨,,,08-01
直率得雪松,后悔买游戏了，什么都不跟,,,08-01
iTK3,加。Chinajoy8日1日开始,,,07-31
五年生物烂药之神,发套了发套了,,,07-31
青铜水平王者心,破五日线走人,,,07-31
基民6217G0U561,看戏,,,07-31
直率得雪松,原来cpo上涨也利空游戏,,,07-31
九九羊咩,这是要起来了吗？天天在这里躲牛市是真的难受,,,07-29
哈积米,主力回归，吃大鱼,,,07-30
赤羽炒家,冲,,,07-30
哈积米,主力回归，冲！,,,07-30
哈积米,主力店资金到位了！没入的可入,,,07-30
基民6217G0U561,继续拉升呀！游戏不是尽利好吗？,,,07-30
iTK3,加,,,07-29
基民6217G0U561,上去呀,,,07-29
基民6217G0U561,努力点拉上去啊,,,07-29
悔不当初250,到了加仓点了,,,07-29
青铜水平王者心,明天消费会带带吗,,,07-28
迅捷的柳兰芳,一个涨停板后排不跟啊,,,07-28
直率得雪松,涨停板后排都不怎么跟,,,07-28
基民6217G0U561,游戏板块今天领涨,,,07-28
基民6217G0U561,还是有点弱啊！周末利好也不行吗？,,,07-28
你哇得都对,加仓,,,07-26
基民6217G0U561,今天把游戏拉红就能少亏点了,,,07-25
大发兴隆地柳栖梧,量化太凶了,,,07-25
一个人的千军万马,被我买崩了吗？,,,07-25
基民6217G0U561,涨涨回血,,,07-25
谦逊礼让地司棋,天天连大盘指数都跟不上的垃圾，还有人,,,07-24
股友uIdGgJ6129,没量只能跟着大盘起起伏伏,,,07-24
青铜水平王者心,今日建仓2成，买入,,,07-24
基民6217G0U561,这可怜的娃，怎么一点进步也没有啊,,,07-24
美好旅程88,动漫游戏该表现了,,,07-23
基民6217G0U561,尽早回归AI游戏拉升,,,07-23
清风雨溪,这个板块没有资金玩，没救，涨少跌多,,,07-22
红肥绿瘦年年吃肉,某信里咋是绿的呢,,,07-21
风中寻梦,真垃圾，涨没有它，跌从来跑在最前面,,,07-18
股友1899f1331Y,$动漫游戏(IS930901)$,,,07-18
你哇得都对,开始加仓，破前高没问题,,,07-18
jmousey1,……,,,07-17
穿红袜子的老王,人人都喜欢打游戏，从小开始培养，比起外面补课游戏还便宜，家里窝着还安全，游戏大有,,,07-17
风中寻梦,，天天跌，没完没了,,,07-17
翡翠民丰的卜鹰,今天跌完可以进了，懂得都懂。,,,07-14
A股波段大师,今天其实还行了，场外仓位不低了暂时不加了。中小盘近期反弹的话这里弹性会不错,,,07-15
北凉好个秋,坚挺,,,07-15
A股波段大师,H20开卖对板块是利好。这个板块上涨逻辑是ai应用。算力卡脖子缓解是利好哦,,,07-15
A股波段大师,放心拿着。建议买场外。长期持有！游戏行业新公司难以上市所以就这点筹码！ai利好不,,,07-08
A股波段大师,2000点以下都是机会,,,07-09
青铜水平王者心,跌破5日线了,,,07-10
青铜水平王者心,留下发财，我跑路了，给了我两次机会，跑了算了,,,07-11
有同情心地行者,大盘3400进去就是找套,,,07-07
北凉好个秋,何故,,,07-07
青铜水平王者心,周五减仓一半，等明天下午再买回来,,,07-07
你哇得都对,上五日线，加仓,,,07-03
你哇得都对,出了一半,,,07-04
A股波段大师,场外昨天小加了一笔美滋滋,,,07-04
股友02d2p91935,现在这么高，都不敢进了,,,06-30
股友110Z803E38,八万仓位卖的剩一万,,,06-30
A股波段大师,昨天尾盘又加了游戏和机器人。今天不卖了！拿几天,,,06-24
A股波段大师,尾盘加仓了,,,06-20
粗加工李某人,2025.6.20基金记录》2025.6.19的反应还算快：见购买的”军工大行业,,,06-21
情绪稳定的微辣,周一能不能给点反弹,,,06-20
基民6217G0U561,利好即利空，今天游戏要崩了,,,06-20
A股波段大师,2.5左右最后一些卖掉了，短线赚了2.7个点走了，回调再买,,,06-16
可转债稳健投资,感觉涨一天跌一天，明天可能会涨。,,,06-17
有判断力的岳可2,游戏强则国家强，加油，全民玩游戏时代到来,,,06-16
A股波段大师,周五尾盘加仓了，果然不负我,,,06-16
A股波段大师,我三个点左右卖了一些。还有机会卖的。,,,06-16
文静秀气的白榆9,亲们，现在应该卖出，还是等等礼拜一,,,06-13
股友110Z803E38,我一卖你就起飞是吧,,,06-12
情绪价值涨停,这跟比简直一个天一个地,,,06-11
基民6217G0U561,这个版块在我清仓后飘了,,,06-05
股友375z71c191,前天高点站不上去了？涨点就砸,,,06-05
ETF数据侠,游戏板块这里可能要启动了，今天冲高回落问题不大，我个人选择打个底仓。,,,06-03
金银财宝时来运到,疯了吧,,,06-03
A股波段大师,今天大涨证明前期判断板块没问题。仓位的确卖早了，只能能回调。近期波动很大，车上的,,,06-03
A股波段大师,今天的操作结束了，因为昨天清仓了，早盘资金在手，接近7成大仓位买入了红利etf。,,,05-30
A股波段大师,今天要小心了，大盘会回吐昨日全部涨幅可能还要多点。今天建议早盘买入红利防守,,,05-30
基民6217G0U561,全网都在说opai失控的话题，估计明天游戏板块危险了,,,05-27
一个人的千军万马,井喷式狂泻。。。,,,05-23
A股波段大师,拿住,,,05-23
一个人的千军万马,先给点甜头再杀...,,,05-23
基民6217G0U561,猛一点，今天涨2个点上去！,,,05-22
A股波段大师,调整的差不多了，后面AI还是主线，游戏这次该带头了,,,05-22
基民6217G0U561,都没人玩了吗？重仓一进就挂这里了。太难了，没有一个板块能赚点的，上周亏三天，这周,,,05-19
基民6217G0U561,鉴定完毕，没人进啊。不过最近AI的话题比较多，相信会有一些增长的,,,05-21
基民6217G0U561,游戏暴拉上去！,,,05-16
基民6217G0U561,是不是都没人玩了？,,,05-14
股友375z71c191,a股科技相关板块都在不断出货，看看这波上涨，绝大多数都比它强,,,05-14
小赢就是赚,猛冲猛跌,,,04-28
曾经J,现在第一大成份股已经是光线传媒了，这指数且跌呢！,,,04-25
财富小弟,根本没人买,,,04-11
山人a,为什么这个能跌13%啊，不是最多才10%吗,,,04-07
我是你大跌,昨天刚卖,,,04-02
梦入戏深,只好的动漫游戏在腾讯,,,04-03
股友110Z803E38,太拉了,,,04-01
股友110Z803E38,真拉,,,04-01
基民6217G0U561,昨晚外围美股游戏驿站涨十几个点，你今天涨一半也行啊！,,,03-27
股友1899f1331Y,昨天涨0.12今天就跌0.11，前面又连跌6天，这还能要吗？这i市场,,,03-27
小赢就是赚,天天尾盘砸盘,,,03-27
股友1899f1331Y,游戏都8连阴了，还能持有吗？,,,03-26
基民B9hb17,现在的情况是主力要出，又没有资金接，类似于跌停板的玩法，一元附近应该稳得住,,,03-25
基民6217G0U561,这游戏真是没眼看了，一路向下啊。都没怎么见涨,,,03-25
冠宇哥,短期有反弹需求,,,03-25
股友110Z803E38,空不少,,,03-25
闯王天下归心,空仓继续看调整,,,03-24
闯王天下归心,空仓看调整,,,03-21
安安稳稳得杜鹃,下跌趋势了赶紧清仓,,,03-19
基民6217G0U561,连着4绿了，本周还有拉起来的希望吗？五日线破了啊,,,03-20
慢慢涨hu,跌破了什么玩意,,,03-20
基民6217G0U561,连跌三天了，今天能拉起来吧,,,03-19
小赢就是赚,就知道有个ST不会好过。爆了准备清仓,,,03-19
基民6217G0U561,稳上去呀,,,03-19
股友1899f1331Y,已经连跌2天了，而且今天跌幅在所有板块中倒数前三，明天应该涨了。已加仓7万多元,,,03-10
闯王天下归心,游戏可以建仓了,,,03-06
基民6217G0U561,今天该拉升了吧！最近半死不活的已经有段时间了,,,03-06
情绪价值涨停,又到了代表问候网游的时间,,,03-05
