author,comments,reply_comments,reply_authors,update
哔哩哔哩资讯,央视主持人大赛将与B站共创视频播客,,,10-30
东方嘉木,港股的博弈更剧烈更充分。,,,10-30
Jzcs,把不坚定的筹码洗一洗,,,10-30
温婉可人的邓心宇,一个小鸭子，被吹神了！！！,,,10-30
唐三牛,可惜前段时间买少了,,,10-30
浙东第一刀客,不到300不撒手,,,10-30
三倍做多恒生科技,高开低走？,,,10-30
隔壁老王炒股票,低位还未启动脑机接口微创脑科学,,,10-30
直率的薛昱芊,$哔哩哔哩-W(HK|09626)$,,,10-28
加热价格阿文,B站目前预期拿到50块，如果可以比较早到的话就把这部分再加回Joby。,,,10-29
幸福拾光,虽然途中有波动，但这就是最好的股，长期拿着不错，做波段也可以,,,10-29
我不想努力了阿姨,就是我砸的,,,10-28
丽园路,本来能赚个大的，结果只买了一点点，或许这就是投资的魅力吧,,,10-28
everflow,财报发布日前后能看到300港元,,,10-29
发财的洛天依,我发现阿b每次涨大盘都不给力老被拖累,,,10-28
别问就是韭菜,蜀黍我啊，又硬起来了,,,10-28
小鹏汽车-W资讯,前期回调因素有所缓和，港股阶段性反弹可期,,,10-28
今年赚五千万,下来了～嘿嘿嘿太好了,,,10-28
life317,刚才DeepSeek预测了一下，会成为今年最大的全球爆款单品游戏,,,10-28
哔哩哔哩-W资讯,哔哩哔哩大涨超7%，涨幅领跑恒生科技成分股！自研新游《逃离鸭科夫》销量破百万,,,10-28
n791313473267678,鸭可夫销量增长太猛了,,,10-28
今年赚五千万,还这么长？稳一手吧,,,10-28
股友D76630F655,破前高是新的开始,,,10-28
拿稳扶好了,看个500？,,,10-28
快起飞了吗,千亿一步之遥了迈过去,,,10-28
挖呀挖呀挖金子,zenm它为什么可以长得这么好啊,,,10-28
哔哩哔哩-W资讯,哔哩哔哩-W(09626.HK)早盘涨近6%,,,10-28
股友t0018R2932,AI正从研发走向大规模应用,,,10-27
兴趣使然的韭菜,30w在线玩家，谁能想到一只鸭子能这么牛,,,10-28
哭晕在工地,涨的原因是啥？？,,,10-28
挖呀挖呀挖金子,对标多邻国吗？,,,10-28
我不想努力了阿姨,卖不完根本卖不完,,,10-27
梦境之海,牛逼,,,10-28
迪尔耶喔Ai,b站经历过阵痛，现在越来越清晰，虽然盈利路径还不明确，但偶然也是必然，新高说明一,,,10-28
基民2SXgss,凭什么涨,,,10-28
股友8HZ5177561,破前高了，牛牛牛,,,10-28
小鹏汽车-W资讯,恒生指数高开0.28% 恒生科技指数涨0.45%,,,10-28
Nemo2020,终于新高了,,,10-28
菠萝菠萝蜜谜,不知不觉涨了这么多,,,10-28
n791313473267678,$哔哩哔哩-W(HK|09626)$,,,10-27
n791313473267678,B站自研游戏逃离鸭可夫steam同时在线峰值昨天突破30万,,,10-27
小小De幸运,[旺柴][旺柴],,,10-27
复利增仓,港股科技股中报盈利向好，业绩预喜率创三年来新高,,,10-24
木桥小雨,bin爷您吉祥,,,10-27
Mr慢半拍,要求不高，跑赢快手就行，别逼我割你…,,,10-27
喵了个咪喵,你可真是磨人的小妖精啊，就是蜗牛爬,,,10-27
浙东第一刀客,今天咋回事,,,10-27
百度集团-SWR资讯,港股科网股走强 阿里巴巴涨近4%,,,10-27
兴趣使然的韭菜,突破就在今天,,,10-27
股友0808L87o70,这里没人喷16强吗？,,,10-26
股友田二浩,B站估值未来怎么也得到1500亿啊,,,10-24
哔哩哔哩-W资讯,摩根大通在哔哩哔哩-WH股的持股比例于10月20日从15.94%升至16.38%,,,10-24
股神阿波,5倍ps总有吧300元上方,,,10-24
喵了个咪喵,这波大家看到多少？300能到么？,,,10-24
股友A31p967317,B站授权发行的数字文化藏品（相关页面现已删除）,,,10-24
我不想努力了阿姨,我只是日常定投，真没想到能红,,,10-24
哔哩哔哩-W资讯,港股科网股尾盘走强,,,10-24
哔哩哔哩-W资讯,港股科网股尾盘走强，哔哩哔哩涨超3%,,,10-24
飘扬的长辈,逃离鸭科夫确实好玩，玩了好几天了,,,10-24
东方嘉木,人再笨还能学不会微积分？股再拉还能涨不过ADR？整吧！,,,10-24
复利盈利指南,港股科技“天时地利”兼备,,,10-23
冯哆多,今天绿，多少有点过份！,,,10-24
钱塘江之江大桥,B站这用AI搞内容创作和推荐也太对味了，社区活力满满，想投AI+文创赛道，通过港,,,10-24
今年赚五千万,早上好，服务员继续洗盘子,,,10-24
哔哩哔哩-W资讯,B站自研《逃离鸭科夫》发售一周销量破百万；米哈游《星布谷地》11月7日开启首测丨游戏早参,,,10-24
高位被套,我看不行，还没跌到位呢,,,10-24
哔哩哔哩-W资讯,董事会会议日期及刊发2025年第三季度业绩公告日期,,,10-23
开往清晨的午夜,前三季度GDP增长5.2%，经济基本面稳健,,,10-22
我不想努力了阿姨,我感觉下午会红,,,10-23
我不想努力了阿姨,不指望你能红了，下午别再跌就行了,,,10-23
浙东第一刀客,怎么今天都不如快手了,,,10-23
誓守一份残,上周五恒生科技大幅下跌后，本周连续两天反弹，,,,10-22
开心之家66,这个心目中值2000个小目标，为之奋斗吧。,,,10-21
今年赚五千万,又开始洗盘～继续洗～,,,10-23
我不想努力了阿姨,对子顶？,,,10-22
今年赚五千万,太好了，继续洗盘,,,10-22
德鲁大叔23,恒生受外围影响挺大的，短期震荡是难免的,,,10-22
冲冲灵,补跌,,,10-22
墨渣特,哇噻 好强,,,10-21
Jzcs,288，8.88,,,10-21
芒果超媒资讯,6省市卫视4K超高清频道开播,,,09-30
哔哩哔哩-W资讯,押中“搜打撤” B站自研游戏跑出黑马,,,10-21
哔哩哔哩资讯,B站旗下游戏《逃离鸭科夫》正式发售,,,10-17
有激情的凝星冷19,1000落下来的，这才到哪，刚刚启动，鸭科夫冲,,,10-21
股市小猴子,今天卖了一部分，去网龙了,,,10-21
一个小目标哈,新一波主升浪启动？,,,10-21
哔哩哔哩-W资讯,B站自研《逃离鸭科夫》火了，或成国产小成本游戏今年大黑马,,,10-21
阿里巴巴资讯,晚报 |港股三大指数齐涨  美联储年内再降两次板上钉钉？大摩：数据延迟发布也挡不住降息步伐,,,10-21
股友207y51633L,今天要卖吗各位,,,10-21
我不想努力了阿姨,双顶？,,,10-21
哔哩哔哩-W资讯,港股三大指数收涨 港股科网股活跃,,,10-21
股友596i16Z557,这个尾盘价格太吉利了,,,10-21
专心的董昭,等你周三逃离鸭科夫出联机mod，这游戏玩着太上瘾了,,,10-21
港股通全是老千子,太脏了买了就跌，卖了就涨。,,,10-21
基弦共振云1,全球AI技术的加速渗透，正在改变各个行业的发展模式,,,10-20
雪山静看落雪63V5r,南向资金对腾讯、阿里等龙头企业的持仓市值都超过了千亿港元,,,10-21
心细如浩源,中美利好缓和的信号越来越密集,,,10-20
哔哩哔哩-W资讯,港股科技再度攀高，哔哩哔哩涨超10%，地平线机器人涨超6%,,,10-21
哔哩哔哩-W资讯,广告业务贡献增长 哔哩哔哩盘中涨逾10%,,,10-21
安东妮,现价卖，快走，关注我带你们吃肉,,,10-20
勤学苦练得小石榴,逃离鸭科夫爆火，对b站业绩有大福影响,,,10-21
今年赚五千万,下午可以洗盘了,,,10-21
哔哩哔哩-W资讯,港股强势回暖！科技指数半日涨近3% 科技和游戏股领跑,,,10-21
哔哩哔哩-W资讯,港股午评：恒生科技指数涨2.60%，科网股表现强势,,,10-21
买在突破见好就收,快下来吧,,,10-21
哔哩哔哩-W资讯,哔哩哔哩涨超10%，中芯国际涨超6%，A股存储芯片爆发,,,10-21
今年赚五千万,强烈建议跌下来让更多人买便宜的股票，最好到100,,,10-21
数字背后,B站暴涨10%！双11联手阿里京东，年轻人社区引爆电商新想象,,,10-21
股友f652M07222,卖飞了可气！等后面看给不给机会,,,10-21
股友21W7i31333,B站应该跟抖音小红书一样做大电商。,,,10-21
股林王者1500,意难平,,,10-21
Grew_up,转转做的广告没白做,,,10-21
股友EaNzzh,小红书准备ipo了，最新估值400亿刀，b站比小红书值钱，我的看法。,,,10-21
冲冲灵,不会今天直接破顶238.8吧,,,10-21
哔哩哔哩-W资讯,恒生科技指数涨超3% 哔哩哔哩涨超9%,,,10-21
德鲁大叔23,执着于这里，会错过邓恒生科技的机会，也会错过工业金属的趋势行情，所以昨天尾盘进是,,,10-21
Jzcs,坚定持有，一股没卖，也没做T,,,10-21
幸灾乐财,坚定持有.等你的ai项目落地,,,10-21
哔哩哔哩-W资讯,恒生科技指数持续走强涨超3％，科网股表现强势,,,10-21
股友333926en25,这么贵去人人视频小米视频了,,,10-21
今年赚五千万,可以了，别涨了，洗洗盘跌下来吧还有好多人没上车啊，别涨了,,,10-21
期待心动114,带带小弟心动公司吧,,,10-21
股友EaNzzh,鸭科夫好玩,,,10-21
中原一木,拍腿吧，下车太早了,,,10-21
哔哩哔哩-W资讯,港股科网股走强 哔哩哔哩涨超7%,,,10-21
股友0WJMZk,港股没有涨跌幅，今天涨80%吧。一步到位,,,10-21
股友XZC6Wh,厉害了我的哥,,,10-21
哔哩哔哩-W资讯,恒生科技指数涨逾2%，哔哩哔哩涨超6%,,,10-21
兴趣使然的韭菜,支持一份鸭科夫,,,10-21
幸灾乐财,威武霸气,,,10-21
有决策力的姚珂1,早说了，不要怕,,,10-21
苏格拉的底牌,你是额滴神,,,10-21
苹果资讯,再创新高！现货黄金一度涨破4380美元；中概指数涨超2%，苹果创新高；“全球最快高铁”要来了；收费2万元/人，胖东来推企业开放日丨每经早参,,,10-21
优必选资讯,强势上涨,,,10-20
鹏废集团,不要怕，美国兄弟会出手,,,10-20
我不想努力了阿姨,下午能到238吗,,,10-20
冲冲灵,砸的够狠,,,10-20
潇洒不羁的霜白6,已经大力发展AI，将有一波主升浪,,,10-20
我是割手大赛冠军,我买了个游戏。尽绵薄之力51.04元,,,10-20
哔哩哔哩-W资讯,哔哩哔哩-W涨超4%,,,10-20
今年赚五千万,别涨了，洗盘多洗几天,,,10-20
今年赚五千万,可以跳水了，开始洗盘,,,10-20
我不想努力了阿姨,有什么利好能心灵按摩一下吗？,,,10-19
阿里巴巴资讯,人工智能“身兼多职” 中国“双11”购物节升级,,,10-19
股友1G630591F8,干杯音乐节完全搞砸了，还要赔人家乐队很多钱，周一看你怎么收场,,,10-18
Nico雍,新游戏是不是排第一了,,,10-18
吵股哇,你凭什么算科技,,,10-18
哔哩哔哩资讯,重新发现长内容价值,,,10-18
幸灾乐财,加点仓！,,,10-16
兴趣使然的韭菜,阿B三季度业绩还能增长吗？,,,10-17
我不想努力了阿姨,其实还是挺强的呀,,,10-17
我不想努力了阿姨,怎么资金净流入还是红的,,,10-17
风行万里333,资是长期看好港股科技,,,10-17
布鲁克林冬瓜茶,最近中国AI进程挺快,,,10-17
幸灾乐财,买点,,,10-17
安东妮,明天一开盘现价卖出，关注我带你们吃肉,,,10-16
图腾1949,乘风破浪的小B站，冲,,,10-17
李萨贝尔,今天会不会到200以下呀？,,,10-17
人生不易别委屈自己,港股科技核心叙事逻辑从用户增长转向AI赋能,,,10-16
哔哩哔哩资讯,专访B站新游《逃离鸭科夫》制作人Jeff：又有新的搜打撤游戏，这次主角是只鸭子,,,10-16
一株老韭菜,听说哔哩哔哩要回购股份了,,,10-16
股海寻牛牛霸天,加油，只有你能救恒生科技,,,10-16
头脑简单胸臀发达,唉，我的v4还在吗,,,10-16
我不想努力了阿姨,我的v5不保了,,,10-13
极致的全力以赴,不惧风雨,,,10-16
股友7h92872g82,新高前的等待是难受的,,,10-16
股海寻牛牛霸天,五日线减仓，双底再加,,,10-16
理想汽车资讯,香港上市公司董事薪酬榜：李想6.8亿港元居首，布鲁可创始人朱伟松排第六,,,10-14
境界2002,能不能买个好打野，那么多钱,,,10-15
物品收到,看到有人说关税是短期施压手段，后面还有谈判,,,10-14
轩竹生物-B资讯,机会速递丨港股强势反弹市场情绪回暖，机构看好中资券商、黄金、煤炭等概念股,,,10-15
今年赚五千万,做t就赚了,,,10-15
卑知山,B站用AI赋能内容创作和推荐真的有点东西，社区活力回来了，港股通恒生科技ETF精,,,10-15
创梦天地资讯,创梦天地《卡拉彼丘》全平台预约破1000万 ；三七互娱《足球大人物》10月24日开启删档测试丨游戏早参,,,10-15
哔哩哔哩-W资讯,哔哩哔哩-W早盘涨超4%,,,10-15
韭韭特时代先锋,209.6卖出100股，目前持有600股，成本137,,,10-15
最了解药明的男人,你真的，直接退市好不好？,,,10-14
兴趣使然的韭菜,昨天就是4.7的起点，反正我信了,,,10-15
我不想努力了阿姨,就算后面再跌也要双顶吧，这个位置相对还是安全的,,,10-15
蔚来-SW资讯,美股三大指数收盘涨跌不一 热门中概股普遍下跌,,,10-15
怎么没声音,这股今年还涨了40多个点哪怕跌也比百分之95的股强,,,10-14
喵了个咪喵,太过分了，三天，全部跌没了,,,10-14
王one二9771,好了，锁仓出去玩了。,,,10-14
基民8FYgpo,这波能到160吗,,,10-14
有决策力的姚珂1,别怕，加仓好机会,,,10-14
junima,这么给机会？直接加仓,,,10-14
为了双休全职炒股,我们是冠军,,,10-14
兴趣使然的韭菜,3天跌回3个月前，那很棒了,,,10-14
山寨强,直接砸到195看看有没有支撑，如果没用还要继续下探185,,,10-14
股友7x106H2020,不卖，一股不卖,,,10-14
股海寻牛牛霸天,服了，走了,,,10-14
我不想努力了阿姨,我觉得没有什么利空就是洗盘,,,10-14
潇洒不羁的霜白6,退市吧，别坑人了,,,10-14
潇洒不羁的霜白6,干脆退市算了，玩意,,,10-14
韭韭特时代先锋,203.4买入100股，总持仓700股，成本147,,,10-14
稳盈利投,恒生科技成分股龙头基本面扎实,,,10-13
财海舵手,解读健康险政策，对险企是重大利好,,,10-13
王one二9771,卧槽！今天还跌！,,,10-14
兴趣使然的韭菜,阿B每上一个10%的平台都要调整个把月,,,10-14
奥力给给,砸，我看你能砸几个点,,,10-14
everflow,接近240的时候，的确应该出点，率了！！！,,,10-14
最了解药明的男人,你是f啊,,,10-14
奥力给给,你还跌？,,,10-14
勇者斗恶龙2525,要是今年blg夺冠，哔哩哔哩绝对会起飞。,,,10-13
哔哩哔哩资讯,B站双11“大开环”持续加码 与主流电商平台实现深度打通,,,10-13
熊猫大侠2024,这个r币下跌的原因是什么呢？是用了美国的硬件和美国的软件吗？当初买它就是因为回避,,,10-13
哔哩哔哩资讯,B站启动“双11”，与主流电商平台深度打通,,,10-13
飘逸的丁智妍,看AI大模型更新的新闻，发现不少恒科成分股都参与了,,,10-13
jerzyboy,Tim老爸13块钱买的？？早期没上市的时候就是股东了吗？,,,10-13
卓越俊逸,清仓了，留下的兄弟姐妹继续发财，年底冲V6,,,10-13
开心的小杨杨,持有半年了，整体还是不错的，继续看好,,,10-13
韭韭特时代先锋,虽然一直用bilibili，也持有b站股票，但是b站现在的内容是越来越垃圾了，刷,,,10-12
股友K6P6602700,226买的有嘛,,,10-13
万国黄金集团资讯,港股开盘｜恒生指数低开2.5%,,,10-13
王one二9771,哔哩哔哩的内在价值是用户的稳定增长和留存。这个平台有大家喜欢的东西，从而在此基础,,,10-13
寿喜锅多加牛肉,大家好，B站212新进股东。,,,10-13
股友5gT6870310,跌出祥了,,,10-13
哔哩哔哩-W资讯,港股科网股多数下跌 哔哩哔哩跌超7%,,,10-13
Tim969,卖了，涨的最少，跌的最多，您慢慢玩吧,,,10-13
股友03775R99T3,这个相关的反相指标？,,,10-13
基民F9Aicp,抄底,,,10-13
兴趣使然的韭菜,不是吧，就你一个低开低走？,,,10-13
我不想努力了阿姨,软啊,,,10-13
我不想努力了阿姨,叔叔对美出口了什么,,,10-12
rnln,技术总和副总全部换人，b站最近变化还是挺大的,,,10-13
冬冬冬冬冬冬,笑死不是夜盘反弹了吗？,,,10-13
时光如水沉淀方澈,周一低开重回100元板上钉钉了,,,10-11
冬冬冬冬冬冬,牛逼牛逼早上割肉了无语,,,10-10
山寨强,周一恐怕要干到202，瑟瑟发抖！,,,10-12
有决策力的姚珂1,加仓机会来了，考验各位胆量的时候到啦,,,10-11
Jzcs,大盘逆子牛逼，今天拉红暴打美股空狗,,,10-10
人生输家ds币,上午拉升有追高的没,,,10-10
怎么没声音,下周一估计要跌7个点以上,,,10-11
豪放不羁的陆颜影,完美的双顶,,,10-11
我不想努力了阿姨,关税跟你有什么影响吗？,,,10-11
陆肘Z,以前居然价值千元股,,,10-11
王one二9771,昨天做T的狂喜，可恶,,,10-10
股友91w58K3067,氿至尊,,,10-10
冲冲灵,应该还有新高，需要调整个三四天,,,10-10
心细如尘的杨柏,双顶已现,,,10-10
网易-S资讯,8月173款游戏过审 版号数量创新高 年内1100款获批,,,08-26
高增鑫投xih,2025年上半年超过1230家港股企业实现营收增长,,,10-09
劲赚恒盈,外部资金流入港股的意愿显著增强，中国资产会得到外资进一步增持,,,10-09
junima,啊b太强了，从180拿到现在，今天全部清仓了，感恩陪伴，转战小米,,,10-09
有决策力的姚珂1,又到了散户害怕时间，跟猴儿似的哈哈，一天膨胀，一天吓死,,,10-10
兴趣使然的韭菜,阿B这么强的吗？,,,10-10
我不想努力了阿姨,继续t,,,10-10
衍之端,为何你们天天都在t,,,10-09
宏图高升得苗若兰,南下资金往里冲了,,,10-10
冬冬冬冬冬冬,好拉垮,,,10-10
德鲁大叔23,短期压力240，恒科也有压力，日本那边抽水抽的比较明显,,,10-10
英伟达资讯,隔夜外盘：美股三大指数集体收跌 纳斯达克中国金龙指数跌2.03%,,,10-10
不全仓不患失不加,我是B站十年用户，但我完全不理解它为啥涨，请教各位解惑,,,10-09
豪放不羁的陆颜影,双顶彻底形成，最后一天逃命,,,10-09
我不想努力了阿姨,$哔哩哔哩-W(HK|09626)$,,,10-09
兴趣使然的韭菜,238.8有点难啊,,,10-09
熊猫大侠2024,当你恐高的时候，就不跌了，反人性！,,,10-09
哔哩哔哩-W资讯,恒生科技指数盘中转跌，机构称AI产业仍将带动AH股科技板块上涨,,,10-09
Yuki发财,买少了明天给机会再来～,,,10-09
温柔的割韭手,现在浏览器的观影模式做的跟b站一样，盗版体验感完全一致,,,10-09
喵了个咪喵,就是不破前高啊，赶紧补涨吧，小b站，就剩你没超过去年新高了,,,10-09
温柔的割韭手,45度角，60度角，垂直，拉升，,,,10-09
温柔的割韭手,kfc怎么敢来打广告的，这里是华莱士的天下,,,10-09
我不想努力了阿姨,你们说要做t吗,,,10-09
草莓软糖QvQ,小声bb,,,10-09
草莓软糖QvQ,挂山顶了擦,,,10-09
迪尔耶喔Ai,大家终于发现，小破站才是货真价实的小凳股~,,,10-09
ShiJiaBao,港股通大军归来,,,10-09
矮股晒伤亚,牛逼哦，士别三日，刮目相看呀。,,,10-09
zoeeeeeT,我先减仓了各位兄弟姐妹,,,10-09
sutobe,卖飞了,,,10-09
发财的洛天依,果然外资才是上涨主力军拉升的时候都很少港股通的买盘,,,10-09
丽园路,买了两万股，立亏10%，还能不能接着买？大佬们进来讲讲,,,08-27
超威半导体资讯,特朗普：加沙停火协议“非常接近达成”，本周末或去中东；美联邦政府继续停摆；国庆假期超24亿人次跨区域流动；国庆档电影票房破18亿丨每经早参,,,10-09
哔哩哔哩-W资讯,截至二零二五年九月三十日止股份发行人的证券变动月报表,,,10-09
赤峰黄金资讯,港股速报 | 港股三连跌 黄金股继续走强,,,10-08
最了解药明的男人,真的是天天跌，真的退市好了,,,10-08
股友88f7911X89,喝鸡血了吗这是,,,10-08
捕手玩家,尾盘吓唬一下哈哈,,,10-08
冲冲灵,红的莫名其妙,,,10-08
炒股低低手,牛啊，这都翻红了,,,10-08
我不想努力了阿姨,早知道上个月调阿里巴巴了,,,10-03
有决策力的姚珂1,吓死喽哈哈哈，散户像蚂蚱一样,,,10-08
今年赚五千万,这行情，普通人老老实实的买白酒吧,,,10-08
st四十大盗,快跑快跑啊，崩盘了！,,,10-08
麻瓜太狼,美股跌了，明天继续一碗面,,,10-07
携程集团-S资讯,刚刚 跳水！发生了什么？,,,10-06
年年广进的李寻欢,刚看完B站中秋晚会，越来越差了！感觉明天股票怕悬了…,,,10-05
彩虹糖星星来咯,东方证券9月1日评价，目前已经突破211了,,,10-07
使徒行者花无缺,B站股价看点《守护解放西6》开播！周一股价直接突破前高，随后一路上攻内容端有爆款,,,10-04
快手-W资讯,港股收盘 | 科技指数本周累计涨近7% 黄金股领跑市场,,,10-03
豪放不羁的陆颜影,明牌的双顶，还不服？,,,10-06
everflow,明天港股休市一天，A股周四开盘。小破站在周四开盘能守住220就行，咱也不指望你大,,,10-06
哔哩哔哩资讯,利好来了！外资重估中国资产 全球基金经理正重返中国市场,,,09-30
我不想努力了阿姨,空单好多啊,,,10-03
股友p9y6c6,中秋开市吗,,,10-05
阿里巴巴资讯,全球顶尖大脑齐聚上海 “50家聪明公司”评选结果揭晓,,,09-13
哔哩哔哩资讯,申城漫展热力全开：《原神》《星铁》《第五人格》《光与夜之恋》打破次元壁,,,10-04
豪放不羁的陆颜影,完美的双顶,,,10-03
哔哩哔哩资讯,申城秋韵｜全球最大规模，超12万人次打卡！“二次元”在这里“买买买”,,,10-03
敢认错勇前行,这家伙过节两天白玩,,,10-03
敢认错勇前行,完了，小真差劲,,,10-03
一起炒美股,这个比快手弱多了，比起科技股更是垃圾,,,10-02
办公室掌门人,阿里国际站三季度买家数增30%，推“AI验厂”功能,,,09-30
时间可以秒杀一切,菜鸟网络三季度跨境物流业务量增60%,,,09-30
绝不再追高,前年你比快手牛，今年你是真不行啊，快手去年10月份的高点都突破后又涨了快50个点,,,10-02
兴趣使然的韭菜,都230了，238不突破说不过去了,,,10-02
冯哆多,破238,,,10-02
富临上五十,跑团子都跑不赢,,,10-02
股友g388h37398,干杯,,,10-02
富临上五十,240合格,,,10-02
富临上五十,你还想不想当小登了，今天不涨3个点，开除你,,,10-02
我是弱庄,别涨这么快啊，我还想节后加仓呀,,,10-02
富临上五十,恒科指数都跑不过，垃圾,,,10-02
Jzcs,要求不高，收盘跑赢恒科就行,,,10-02
富临上五十,必须大阳,,,10-02
富临上五十,现在不是想不涨的问题，是比谁赚得多的问题,,,10-02
大方的陆璐洪,很快突破238,,,10-02
大方的陆璐洪,很快突破238,,,10-02
股友D76630F655,还有比你更纯的小灯股吗？,,,10-02
一叶帆船,最纯粹的小登股，再装死……,,,10-02
一叶帆船,还在装死？,,,10-02
敢认错勇前行,节假日期间，先把前期高点238破了，然后走一段拉升吧！破了238.8，节后准备再,,,10-02
股友VG5d0Y,为什么美股涨的。你缺跌了,,,10-02
我不想努力了阿姨,好像爬坡很累啊,,,10-02
富临上五十,用人失察，买股失败,,,10-02
囧囧囧888,什么情况连去年高点都还没有过，明显严重滞胀,,,10-02
富临上五十,霹雳霹雳，你快涨呀，我没买快手，买了你，虽然赚了钱。但太慢了，尽管我只有半仓你了,,,10-02
我不想努力了阿姨,快快追上快手,,,10-02
喵了个咪喵,十一我们卖不了，你放心涨吧，别磨磨唧唧了，赶快超越快手,,,10-02
绝不再追高,垃圾给垃圾开门，垃圾到家了，你看看快手马上涨8个点了,,,10-02
喵了个咪喵,十一回来，就上300,,,10-02
兴趣使然的韭菜,恒科大涨了你在干嘛？,,,10-02
我不想努力了阿姨,赚了人家的钱应该多支持一下公司,,,10-01
喜欢上投资,董秘在吗公司是否考虑收购阅文集团？这样有IP有平台，影视化游戏化再开发周边潮玩强,,,10-01
华虹半导体资讯,多重利好催化，港股科技和创新药盘中拉涨,,,09-30
有激情的凝星冷19,阿B可是1000多跌下来的，现在才200出头,,,09-30
基民8FYgpo,成本148大家成本都多少？,,,09-30
我芦本伟没有开挂,长假外资来抬轿，吸引韭菜节后入场再嘎嘎乱杀,,,09-30
敢认错勇前行,持仓B站过节，不知道结果如何了,,,09-30
阿里巴巴资讯,昨夜！中国资产大涨！美政府“停摆”倒计时！,,,09-30
我不想努力了阿姨,你们赚了钱的还不去充大会员,,,09-30
哔哩哔哩-W资讯,港股1630 | 9月行情收官 恒指累计涨超7%创四年新高,,,09-30
中手游资讯,港股游戏股节前行情升温 市场看好假期效应带动流水提升,,,09-30
熊猫大侠2024,今天把做T的人给整残了，还好我的底仓还在，搞得我都不敢卖了，长这么好！,,,09-30
你的杨老师,赚钱了就有钱充大会员了，八个鸭肉,,,09-30
冲冲灵,B站从底部涨幅最少，上涨空间依然巨大,,,09-30
用心的ZOE,好疯啊！,,,09-30
胡翰山,你在国内叫我阿B，我不跟你计较，在国外请叫我B王！,,,09-30
冲冲灵,阿B今天就这样了，不想涨了。留着成交量下个交易日再涨吧,,,09-30
幸运和您相伴,破新高啦,,,09-30
冲冲灵,快手又冲了，新高已破,,,09-30
发财的洛天依,看样子节中应该会拉高节后派给港股通,,,09-30
熊猫大侠2024,汤子破了千亿，阿B也会破千亿，现在就是团子差一点！留着仓位过节吧！,,,09-30
冰雪聪明的吊锅,感谢哔哩，10.1好好过节,,,09-30
eastern1212,加油呀,,,09-30
股友0o797061l6,小地瓜变现能力明显变弱了。目前国内所有靠社交元素支撑的平台都在走弱。一方面是大众,,,09-30
